序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
763,03382,天津港发展,0.65,0.005,0.78,0.64,0.65,0.64,0.645,1694000.0,1100280.0,2025-06-20 13:55:35
764,02233,西部水泥,1.3,0.01,0.78,1.31,1.31,1.29,1.29,9505808.0,12362268.0,2025-06-20 13:55:35
765,01515,华润医疗,3.93,0.03,0.77,3.9,3.97,3.9,3.9,2755500.0,10839700.0,2025-06-20 13:55:35
766,01316,耐世特,5.22,0.04,0.77,5.22,5.33,5.2,5.18,3609000.0,19080623.0,2025-06-20 13:55:35
767,03074,安硕MS台湾,235.6,1.8,0.77,235.0,235.6,235.0,233.8,7780.0,1832356.0,2025-06-20 13:55:35
768,02078,荣阳实业,0.132,0.001,0.76,0.131,0.133,0.121,0.131,53000.0,6531.0,2025-06-20 13:55:35
769,08331,倍搏集团,0.133,0.001,0.76,0.132,0.133,0.132,0.132,0.0,,2025-06-20 13:55:35
770,02801,安硕中国,23.78,0.18,0.76,23.78,23.86,23.7,23.6,122628.0,2916336.0,2025-06-20 13:55:35
771,07233,南方两倍做多沪深300,3.51,0.026,0.75,3.502,3.516,3.484,3.484,869000.0,3048806.0,2025-06-20 13:55:35
772,06918,奇士达,0.134,0.001,0.75,0.13,0.137,0.13,0.133,326000.0,42758.0,2025-06-20 13:55:35
773,02359,药明康德,73.7,0.55,0.75,73.15,74.35,72.95,73.15,2018275.0,148591190.0,2025-06-20 13:55:35
774,01100,飞达控股,1.36,0.01,0.74,1.38,1.38,1.36,1.35,2000.0,2760.0,2025-06-20 13:55:35
775,03466,恒生高息股,16.44,0.12,0.74,16.33,16.5,16.32,16.32,2122351.0,34830611.0,2025-06-20 13:55:35
776,09074,安硕MS台湾-U,30.0,0.22,0.74,29.74,30.0,29.74,29.78,1600.0,47584.0,2025-06-20 13:55:35
777,06622,兆科眼科-B,2.73,0.02,0.74,2.7,2.82,2.7,2.71,1135000.0,3146935.0,2025-06-20 13:55:35
778,00343,文化传信,0.136,0.001,0.74,0.135,0.138,0.135,0.135,0.0,,2025-06-20 13:55:35
779,08629,集信国控,9.56,0.07,0.74,9.29,9.56,9.29,9.49,14000.0,132910.0,2025-06-20 13:55:35
780,01412,隽思集团,1.36,0.01,0.74,1.35,1.38,1.34,1.35,290000.0,395980.0,2025-06-20 13:55:35
781,02319,蒙牛乳业,16.3,0.12,0.74,16.18,16.42,16.16,16.18,10607027.0,172509620.0,2025-06-20 13:55:35
782,00386,中国石油化工股份,4.07,0.03,0.74,4.05,4.09,4.02,4.04,82584404.0,335395728.0,2025-06-20 13:55:35
783,82828,恒生中国企业-R,80.34,0.58,0.73,79.94,80.34,79.94,79.76,4800.0,383732.0,2025-06-20 13:55:35
784,01713,四川能投发展,2.75,0.02,0.73,2.75,2.75,2.73,2.73,54000.0,148060.0,2025-06-20 13:55:35
785,07261,华夏两倍做多纳斯达克100,32.96,0.24,0.73,32.72,33.0,32.72,32.72,0.0,,2025-06-20 13:55:35
786,09067,安硕恒生科技-U,1.372,0.01,0.73,1.374,1.376,1.37,1.362,1900.0,2607.0,2025-06-20 13:55:35
787,09688,再鼎医药,27.6,0.2,0.73,27.9,28.35,27.5,27.4,7931670.0,221855234.0,2025-06-20 13:55:35
788,02837,GX恒生科技,6.3,0.045,0.72,6.3,6.31,6.29,6.255,44800.0,282254.0,2025-06-20 13:55:35
789,00064,结好控股,0.14,0.001,0.72,0.14,0.14,0.14,0.139,156000.0,21870.0,2025-06-20 13:55:35
790,00425,敏实集团,19.56,0.14,0.72,19.7,20.2,19.46,19.42,2624000.0,52021300.0,2025-06-20 13:55:35
791,02225,今海医疗科技,1.39,0.01,0.72,1.37,1.41,1.37,1.38,1695000.0,2354200.0,2025-06-20 13:55:35
792,06186,中国飞鹤,5.57,0.04,0.72,5.53,5.62,5.53,5.53,5403088.0,30145283.0,2025-06-20 13:55:35
793,09987,百胜中国,335.8,2.4,0.72,330.4,341.0,330.4,333.4,117250.0,39388372.0,2025-06-20 13:55:35
794,00005,汇丰控股,91.85,0.65,0.71,91.05,92.1,91.05,91.2,3783876.0,347236864.0,2025-06-20 13:55:35
795,00119,保利置业集团,1.42,0.01,0.71,1.42,1.43,1.41,1.41,1179000.0,1669370.0,2025-06-20 13:55:35
796,00133,招商局中国基金,14.1,0.1,0.71,14.0,14.1,14.0,14.0,4000.0,56200.0,2025-06-20 13:55:35
797,01523,珩湾科技,5.67,0.04,0.71,5.7,5.7,5.66,5.63,174000.0,989550.0,2025-06-20 13:55:35
798,01651,津上机床中国,21.3,0.15,0.71,21.1,22.2,21.1,21.15,652500.0,14134975.0,2025-06-20 13:55:35
799,06855,亚盛医药-B,71.1,0.5,0.71,71.65,72.9,69.4,70.6,2888820.0,205117182.0,2025-06-20 13:55:35
800,02393,巨星医疗控股,0.143,0.001,0.7,0.147,0.151,0.138,0.142,2225000.0,321105.0,2025-06-20 13:55:35
801,02607,上海医药,11.46,0.08,0.7,11.4,11.48,11.36,11.38,1736500.0,19847488.0,2025-06-20 13:55:35
802,00941,中国移动,86.4,0.6,0.7,85.7,86.65,85.7,85.8,6195424.0,534806720.0,2025-06-20 13:55:35
803,06886,华泰证券,14.46,0.1,0.7,14.26,14.64,14.26,14.36,3063712.0,44517388.0,2025-06-20 13:55:35
804,02839,华夏A50,23.16,0.16,0.7,23.08,23.16,23.08,23.0,95271.0,2201796.0,2025-06-20 13:55:35
805,80291,华润啤酒-R,21.95,0.15,0.69,21.8,21.95,21.8,21.8,0.0,,2025-06-20 13:55:35
806,00288,万洲国际,7.27,0.05,0.69,7.24,7.33,7.16,7.22,5816475.0,42211608.0,2025-06-20 13:55:35
807,06812,永顺控股香港,0.146,0.001,0.69,0.146,0.146,0.146,0.145,60000.0,8760.0,2025-06-20 13:55:35
808,00582,神话世界,0.146,0.001,0.69,0.146,0.146,0.146,0.145,10920.0,1561.0,2025-06-20 13:55:35
809,00670,中国东方航空股份,2.95,0.02,0.68,2.93,3.01,2.93,2.93,3480000.0,10382410.0,2025-06-20 13:55:35
810,08489,裕程物流,0.148,0.001,0.68,0.147,0.148,0.147,0.147,15000.0,2205.0,2025-06-20 13:55:35
811,00656,复星国际,4.45,0.03,0.68,4.41,4.48,4.41,4.42,555000.0,2472468.0,2025-06-20 13:55:35
812,02806,GX中国消费,44.34,0.3,0.68,44.0,44.34,43.9,44.04,6702.0,296733.0,2025-06-20 13:55:35
813,02313,申洲国际,52.6,0.35,0.67,52.25,52.95,51.95,52.25,1098300.0,57761758.0,2025-06-20 13:55:35
814,02191,顺丰房托,3.0,0.02,0.67,2.98,3.0,2.96,2.98,173082.0,516245.0,2025-06-20 13:55:35
815,02402,亿华通,22.55,0.15,0.67,23.25,24.5,22.55,22.4,502250.0,11779350.0,2025-06-20 13:55:35
816,03416,A GX国指备兑,10.5,0.07,0.67,10.44,10.53,10.44,10.43,3304420.0,34667688.0,2025-06-20 13:55:35
817,82822,南方A50-R,12.04,0.08,0.67,12.02,12.04,12.02,11.96,166600.0,2003564.0,2025-06-20 13:55:35
818,01157,中联重科,6.04,0.04,0.67,5.98,6.07,5.98,6.0,2900908.0,17518533.0,2025-06-20 13:55:35
819,09677,威海银行,3.01,0.02,0.67,3.01,3.01,3.01,2.99,1000.0,3010.0,2025-06-20 13:55:35
820,08537,创辉珠宝,0.153,0.001,0.66,0.152,0.153,0.152,0.152,0.0,,2025-06-20 13:55:35
821,02030,卡宾,1.52,0.01,0.66,1.56,1.56,1.52,1.51,56000.0,87240.0,2025-06-20 13:55:35
822,01618,中国中冶,1.53,0.01,0.66,1.51,1.55,1.51,1.52,4777000.0,7336260.0,2025-06-20 13:55:35
823,09626,哔哩哔哩-W,155.4,1.0,0.65,154.5,158.0,153.8,154.4,1858320.0,290969120.0,2025-06-20 13:55:35
824,00317,中船防务,12.46,0.08,0.65,12.36,12.6,12.24,12.38,2904000.0,36206520.0,2025-06-20 13:55:35
825,00834,康大食品,0.154,0.001,0.65,0.153,0.154,0.153,0.153,0.0,,2025-06-20 13:55:35
826,01610,中粮家佳康,1.55,0.01,0.65,1.53,1.56,1.53,1.54,6614000.0,10246890.0,2025-06-20 13:55:35
827,06996,德琪医药-B,3.12,0.02,0.65,3.06,3.24,3.06,3.1,2161000.0,6809880.0,2025-06-20 13:55:35
828,03417,AGX恒科备兑,9.225,0.06,0.65,9.24,9.245,9.19,9.165,587000.0,5407680.0,2025-06-20 13:55:35
829,01070,TCL电子,9.26,0.06,0.65,9.2,9.41,9.2,9.2,3019000.0,28073905.0,2025-06-20 13:55:35
830,01137,香港科技探索,1.54,0.01,0.65,1.52,1.55,1.52,1.53,591183.0,910113.0,2025-06-20 13:55:35
831,03454,南方美股七巨头,8.665,0.055,0.64,8.8,8.8,8.66,8.61,50700.0,439204.0,2025-06-20 13:55:35
832,09988,阿里巴巴-W,110.7,0.7,0.64,111.0,111.6,110.0,110.0,22010267.0,2438627600.0,2025-06-20 13:55:35
833,01211,比亚迪股份,125.3,0.8,0.64,124.0,126.1,121.7,124.5,9439065.0,1177170432.0,2025-06-20 13:55:35
834,01913,普拉达,47.45,0.3,0.64,46.55,47.5,46.5,47.15,388361.0,18323989.0,2025-06-20 13:55:35
835,01375,中州证券,1.61,0.01,0.63,1.59,1.62,1.59,1.6,7722000.0,12382600.0,2025-06-20 13:55:35
836,02268,药明合联,40.0,0.25,0.63,39.6,40.1,39.5,39.75,1130183.0,45021667.0,2025-06-20 13:55:35
837,01599,城建设计,1.28,0.008,0.63,1.31,1.31,1.27,1.272,433000.0,557730.0,2025-06-20 13:55:35
838,01979,天宝集团,1.61,0.01,0.63,1.62,1.62,1.61,1.6,140000.0,225400.0,2025-06-20 13:55:35
839,06826,昊海生物科技,24.2,0.15,0.62,24.1,24.5,24.1,24.05,121100.0,2933105.0,2025-06-20 13:55:35
840,03111,易方达A50,2.27,0.014,0.62,2.27,2.27,2.27,2.256,279200.0,633784.0,2025-06-20 13:55:35
841,09806,GX中国消费-U,5.65,0.035,0.62,5.65,5.65,5.65,5.615,800.0,4520.0,2025-06-20 13:55:35
842,03088,华夏恒生科技,6.51,0.04,0.62,6.535,6.535,6.5,6.47,253888.0,1652497.0,2025-06-20 13:55:35
843,09839,华夏A50-U,2.95,0.018,0.61,2.94,2.952,2.94,2.932,77700.0,228893.0,2025-06-20 13:55:35
844,09888,百度集团-SW,82.65,0.5,0.61,82.15,82.95,82.1,82.15,2474847.0,204292109.0,2025-06-20 13:55:35
845,09088,华夏恒生科技-U,0.83,0.005,0.61,0.83,0.83,0.83,0.825,21200.0,17596.0,2025-06-20 13:55:35
846,03040,GX中国,32.9,0.2,0.61,32.92,32.96,32.9,32.7,26000.0,856298.0,2025-06-20 13:55:35
847,03134,南方太阳能,3.602,0.022,0.61,3.602,3.602,3.602,3.58,2600.0,9365.0,2025-06-20 13:55:35
848,06608,百融云-W,8.19,0.05,0.61,8.24,8.28,8.08,8.14,937000.0,7606706.0,2025-06-20 13:55:35
849,00548,深圳高速公路股份,6.75,0.04,0.6,6.8,6.8,6.7,6.71,964000.0,6507300.0,2025-06-20 13:55:35
850,01778,彩生活,0.167,0.001,0.6,0.178,0.178,0.167,0.166,7000.0,1208.0,2025-06-20 13:55:35
851,01516,融创服务,1.68,0.01,0.6,1.67,1.68,1.65,1.67,8688000.0,14446480.0,2025-06-20 13:55:35
852,00358,江西铜业股份,13.62,0.08,0.59,13.6,13.72,13.54,13.54,4662151.0,63575865.0,2025-06-20 13:55:35
853,03426,A都会WEB3,9.385,0.055,0.59,9.33,9.39,9.33,9.33,0.0,,2025-06-20 13:55:35
854,02137,腾盛博药-B,1.72,0.01,0.58,1.71,1.74,1.7,1.71,1610000.0,2775095.0,2025-06-20 13:55:35
855,02593,草姬集团,1.72,0.01,0.58,1.71,1.72,1.71,1.71,68800.0,118232.0,2025-06-20 13:55:35
856,00081,中国海外宏洋集团,1.72,0.01,0.58,1.71,1.72,1.69,1.71,3068000.0,5232640.0,2025-06-20 13:55:35
857,00089,大生地产,1.74,0.01,0.58,1.72,1.74,1.72,1.73,31000.0,53320.0,2025-06-20 13:55:35
858,00999,小菜园,8.74,0.05,0.58,8.69,8.74,8.16,8.69,6300000.0,52468376.0,2025-06-20 13:55:35
859,01836,九兴控股,14.0,0.08,0.57,13.94,14.1,13.94,13.92,217000.0,3033836.0,2025-06-20 13:55:35
860,02846,安硕沪深三百,28.24,0.16,0.57,27.92,28.24,27.92,28.08,6070.0,170977.0,2025-06-20 13:55:35
861,03313,雅高控股,0.176,0.001,0.57,0.176,0.176,0.175,0.175,100500.0,17602.0,2025-06-20 13:55:35
862,02823,安硕A50,14.09,0.08,0.57,14.06,14.13,14.03,14.01,2573465.0,36251088.0,2025-06-20 13:55:35
863,03033,南方恒生科技,5.02,0.028,0.56,5.02,5.045,5.005,4.992,600950448.0,3020443184.0,2025-06-20 13:55:35
864,09991,宝尊电商-W,7.14,0.04,0.56,7.14,7.14,7.1,7.1,7300.0,52118.0,2025-06-20 13:55:35
865,82333,长城汽车-R,10.72,0.06,0.56,10.66,10.78,10.66,10.66,0.0,,2025-06-20 13:55:35
866,09403,华夏恒ESG-U,6.26,0.034,0.55,6.226,6.285,6.226,6.226,0.0,,2025-06-20 13:55:35
867,01769,思考乐教育,3.66,0.02,0.55,3.73,3.8,3.65,3.64,3350000.0,12474350.0,2025-06-20 13:55:35
868,08028,天时资源,0.183,0.001,0.55,0.185,0.185,0.181,0.182,700000.0,128020.0,2025-06-20 13:55:35
869,01448,福寿园,3.67,0.02,0.55,3.66,3.7,3.66,3.65,3412473.0,12552295.0,2025-06-20 13:55:35
870,03423,招商恒生科技,9.18,0.05,0.55,9.11,9.205,9.11,9.13,19430.0,178250.0,2025-06-20 13:55:35
871,01099,国药控股,18.38,0.1,0.55,18.24,18.52,18.18,18.28,2279253.0,41885083.0,2025-06-20 13:55:35
872,03692,翰森制药,27.9,0.15,0.54,26.85,28.2,26.85,27.75,3655070.0,101497779.0,2025-06-20 13:55:35
873,02246,快狗打车,3.75,0.02,0.54,3.8,3.8,3.75,3.73,8000.0,30200.0,2025-06-20 13:55:35
874,00331,丰盛生活服务,5.63,0.03,0.54,5.64,5.64,5.61,5.6,60011.0,337801.0,2025-06-20 13:55:35
875,01239,TEAMWAY INTL GP,0.191,0.001,0.53,0.19,0.191,0.19,0.19,600000.0,114080.0,2025-06-20 13:55:35
876,00023,东亚银行,11.4,0.06,0.53,11.34,11.42,11.3,11.34,911658.0,10370718.0,2025-06-20 13:55:35
877,03759,康龙化成,15.28,0.08,0.53,15.4,15.4,15.14,15.2,2280100.0,34869656.0,2025-06-20 13:55:35
878,01958,北京汽车,1.91,0.01,0.53,1.9,1.92,1.9,1.9,3168000.0,6053185.0,2025-06-20 13:55:35
879,09040,GX中国-U,4.186,0.022,0.53,4.186,4.186,4.186,4.164,600.0,2511.0,2025-06-20 13:55:35
880,00259,亿都(国际控股),1.91,0.01,0.53,1.9,1.91,1.9,1.9,2000.0,3880.0,2025-06-20 13:55:35
881,00998,中信银行,7.79,0.04,0.52,7.75,7.97,7.71,7.75,58666818.0,461668000.0,2025-06-20 13:55:35
882,02068,中铝国际,1.94,0.01,0.52,1.95,1.97,1.94,1.93,892000.0,1739970.0,2025-06-20 13:55:35
883,02611,国泰海通,11.5,0.06,0.52,11.58,11.58,11.44,11.44,3947638.0,45473561.0,2025-06-20 13:55:35
884,01045,亚太卫星,1.99,0.01,0.51,1.98,2.0,1.98,1.98,68000.0,135160.0,2025-06-20 13:55:35
885,02297,润迈德-B,0.197,0.001,0.51,0.195,0.197,0.193,0.196,166000.0,32101.0,2025-06-20 13:55:35
886,03908,中金公司,15.72,0.08,0.51,15.72,15.92,15.64,15.64,9985062.0,157558209.0,2025-06-20 13:55:35
887,06955,博安生物,11.9,0.06,0.51,11.84,12.26,11.7,11.84,8707800.0,104443432.0,2025-06-20 13:55:35
888,06698,星空华文,1.99,0.01,0.51,2.08,2.08,1.98,1.98,132300.0,266155.0,2025-06-20 13:55:35
889,00819,天能动力,5.95,0.03,0.51,5.94,5.97,5.9,5.92,1566000.0,9317760.0,2025-06-20 13:55:35
890,00837,谭木匠,5.9,0.03,0.51,5.87,5.9,5.87,5.87,54500.0,319930.0,2025-06-20 13:55:35
891,01776,广发证券,11.88,0.06,0.51,11.8,12.02,11.8,11.82,3810800.0,45410750.0,2025-06-20 13:55:35
892,02778,冠君产业信托,1.99,0.01,0.51,1.99,2.0,1.97,1.98,457000.0,904300.0,2025-06-20 13:55:35
893,01773,天立国际控股,4.03,0.02,0.5,4.09,4.09,4.03,4.01,791000.0,3212810.0,2025-06-20 13:55:35
894,02038,富智康集团(新),10.04,0.05,0.5,10.0,10.2,9.93,9.99,578000.0,5824280.0,2025-06-20 13:55:35
895,02809,GX中国洁能,72.68,0.36,0.5,72.0,73.06,72.0,72.32,602.0,43445.0,2025-06-20 13:55:35
896,89988,阿里巴巴-WR,101.4,0.5,0.5,101.7,101.8,100.8,100.9,38400.0,3888880.0,2025-06-20 13:55:35
897,00700,腾讯控股,500.5,2.5,0.5,504.5,504.5,496.0,498.0,8054245.0,4030221328.0,2025-06-20 13:55:35
898,06178,光大证券,7.97,0.04,0.5,7.87,8.09,7.87,7.93,2918200.0,23365030.0,2025-06-20 13:55:35
899,02602,万物云,20.5,0.1,0.49,20.35,20.65,20.2,20.4,399400.0,8179561.0,2025-06-20 13:55:35
900,83115,安硕恒生指数-R,78.38,0.38,0.49,78.0,78.66,78.0,78.0,0.0,,2025-06-20 13:55:35
901,00006,电能实业,50.95,0.25,0.49,50.7,51.2,50.5,50.7,521847.0,26561011.0,2025-06-20 13:55:35
902,81024,快手-WR,51.7,0.25,0.49,51.55,51.75,51.55,51.45,8800.0,455095.0,2025-06-20 13:55:35
903,01105,星岛,0.21,0.001,0.48,0.211,0.211,0.21,0.209,68000.0,14282.0,2025-06-20 13:55:35
904,03613,同仁堂国药,8.4,0.04,0.48,8.38,8.49,8.37,8.36,438000.0,3680860.0,2025-06-20 13:55:35
905,02235,微泰医疗-B,6.25,0.03,0.48,6.4,6.4,6.2,6.22,41600.0,260066.0,2025-06-20 13:55:35
906,02834,安硕纳指一百,415.4,2.0,0.48,411.2,415.4,411.2,413.4,403.0,166986.0,2025-06-20 13:55:35
907,08279,亚博科技控股,0.215,0.001,0.47,0.215,0.215,0.215,0.214,16000.0,3440.0,2025-06-20 13:55:35
908,00701,CNT GROUP,0.213,0.001,0.47,0.212,0.213,0.212,0.212,0.0,,2025-06-20 13:55:35
909,02820,GX中国生科,59.62,0.28,0.47,59.7,60.0,59.46,59.34,6650.0,396879.0,2025-06-20 13:55:35
910,82823,安硕A50-R,12.9,0.06,0.47,12.88,12.9,12.87,12.84,670000.0,8634068.0,2025-06-20 13:55:35
911,03132,三星环球半导体,25.92,0.12,0.47,25.8,25.92,25.8,25.8,0.0,,2025-06-20 13:55:35
912,01044,恒安国际,21.7,0.1,0.46,21.4,21.8,21.4,21.6,570239.0,12340426.0,2025-06-20 13:55:35
913,00029,达力集团,13.24,0.06,0.46,13.64,13.64,13.14,13.18,38000.0,511840.0,2025-06-20 13:55:35
914,02822,南方A50,13.14,0.06,0.46,13.0,13.18,13.0,13.08,1384221.0,18198308.0,2025-06-20 13:55:35
915,07332,富邦一倍看空富时台湾,4.366,0.02,0.46,4.378,4.378,4.366,4.346,3000.0,13122.0,2025-06-20 13:55:35
916,03455,景顺QQQ,4145.0,19.0,0.46,4148.0,4148.0,4145.0,4126.0,21.0,87099.0,2025-06-20 13:55:35
917,01578,天津银行,2.21,0.01,0.45,2.19,2.21,2.18,2.2,558000.0,1221665.0,2025-06-20 13:55:35
918,09788,南方两倍做多英伟达-U,13.26,0.06,0.45,13.2,13.37,13.2,13.2,0.0,,2025-06-20 13:55:35
919,00041,鹰君,13.28,0.06,0.45,13.24,13.36,13.12,13.22,278167.0,3695427.0,2025-06-20 13:55:35
920,06969,思摩尔国际,18.0,0.08,0.45,18.38,18.42,17.8,17.92,13153212.0,238893729.0,2025-06-20 13:55:35
921,81211,比亚迪股份-R,114.5,0.5,0.44,114.0,114.5,114.0,114.0,5500.0,629000.0,2025-06-20 13:55:35
922,00743,亚洲水泥(中国),2.29,0.01,0.44,2.29,2.29,2.29,2.28,500.0,1145.0,2025-06-20 13:55:35
923,01028,千百度,0.226,0.001,0.44,0.226,0.226,0.226,0.225,175000.0,39550.0,2025-06-20 13:55:35
924,00916,龙源电力,6.8,0.03,0.44,6.78,6.83,6.72,6.77,11632059.0,78874171.0,2025-06-20 13:55:35
925,02827,标智沪深300,36.42,0.16,0.44,36.42,36.42,36.42,36.26,600.0,21852.0,2025-06-20 13:55:35
926,00113,迪生创建,6.88,0.03,0.44,6.85,6.88,6.85,6.85,33000.0,226265.0,2025-06-20 13:55:35
927,06038,信越控股,0.235,0.001,0.43,0.235,0.235,0.235,0.234,250000.0,58930.0,2025-06-20 13:55:35
928,03437,博时央企红利,9.36,0.04,0.43,9.32,9.39,9.28,9.32,130912.0,1224221.0,2025-06-20 13:55:35
929,08067,东方大学城控股,0.233,0.001,0.43,0.232,0.233,0.232,0.232,1000.0,232.0,2025-06-20 13:55:35
930,02202,万科企业,4.74,0.02,0.42,4.73,4.79,4.67,4.72,17485100.0,82655849.0,2025-06-20 13:55:35
931,09638,法拉帝,23.8,0.1,0.42,23.95,23.95,23.8,23.7,2000.0,47795.0,2025-06-20 13:55:35
932,00856,伟仕佳杰,7.12,0.03,0.42,7.08,7.25,7.06,7.09,3714000.0,26585690.0,2025-06-20 13:55:35
933,00623,中视金桥,2.37,0.01,0.42,2.32,2.4,2.32,2.36,391000.0,922960.0,2025-06-20 13:55:35
934,01666,同仁堂科技,4.73,0.02,0.42,4.7,4.73,4.7,4.71,177000.0,834915.0,2025-06-20 13:55:35
935,03036,TR台湾,572.4,2.4,0.42,570.0,572.4,569.2,570.0,0.0,,2025-06-20 13:55:35
936,09922,九毛九,2.42,0.01,0.41,2.43,2.46,2.41,2.41,5236000.0,12755496.0,2025-06-20 13:55:35
937,02570,重塑能源,196.8,0.8,0.41,197.0,203.4,191.3,196.0,30882.0,6080111.0,2025-06-20 13:55:35
938,02877,神威药业,7.6,0.03,0.4,7.52,7.65,7.5,7.57,121000.0,919181.0,2025-06-20 13:55:35
939,01928,金沙中国有限公司,15.08,0.06,0.4,15.02,15.16,15.02,15.02,4508914.0,68055484.0,2025-06-20 13:55:35
940,01128,永利澳门,5.02,0.02,0.4,5.0,5.02,4.98,5.0,2163588.0,10832692.0,2025-06-20 13:55:35
941,02838,恒生富时中国50,163.5,0.65,0.4,162.85,164.2,162.85,162.85,0.0,,2025-06-20 13:55:35
942,00532,WKK INTL (HOLD),0.249,0.001,0.4,0.255,0.255,0.239,0.248,104000.0,26000.0,2025-06-20 13:55:35
943,09858,优然牧业,2.5,0.01,0.4,2.48,2.53,2.46,2.49,4540000.0,11312190.0,2025-06-20 13:55:35
944,02500,启明医疗-B,2.56,0.01,0.39,2.56,2.65,2.54,2.55,902500.0,2325855.0,2025-06-20 13:55:35
945,09999,网易-S,204.0,0.8,0.39,204.0,205.2,202.8,203.2,1742427.0,355471456.0,2025-06-20 13:55:35
946,03032,恒生科技ETF,5.095,0.02,0.39,5.095,5.12,5.085,5.075,9180047.0,46838641.0,2025-06-20 13:55:35
947,02505,EDA集团控股,2.55,0.01,0.39,2.54,2.59,2.49,2.54,122000.0,306970.0,2025-06-20 13:55:35
948,02018,瑞声科技,39.15,0.15,0.38,39.4,40.5,38.7,39.0,1951959.0,76646511.0,2025-06-20 13:55:35
949,80941,中国移动-R,79.05,0.3,0.38,78.7,79.3,78.7,78.75,35500.0,2800450.0,2025-06-20 13:55:35
950,02419,德康农牧,79.0,0.3,0.38,78.65,80.2,77.05,78.7,1268500.0,99506490.0,2025-06-20 13:55:35
951,09455,景顺QQQ-U,527.6,2.0,0.38,525.6,528.2,525.6,525.6,0.0,,2025-06-20 13:55:35
952,03187,三星高息房托,16.35,0.062,0.38,16.37,16.37,16.35,16.288,2356.0,38524.0,2025-06-20 13:55:35
953,03184,GX印度精选十强,54.4,0.2,0.37,54.2,54.4,54.2,54.2,0.0,,2025-06-20 13:55:35
954,03188,华夏沪深三百,43.62,0.16,0.37,43.68,43.7,43.54,43.46,930228.0,40593859.0,2025-06-20 13:55:35
955,03402,GX中美科技,64.34,0.24,0.37,64.1,64.58,64.1,64.1,0.0,,2025-06-20 13:55:35
956,00066,港铁公司,27.25,0.1,0.37,27.3,27.4,27.1,27.15,1783048.0,48578686.0,2025-06-20 13:55:35
957,03067,安硕恒生科技,10.76,0.04,0.37,10.72,10.8,10.72,10.72,8179723.0,88137590.0,2025-06-20 13:55:35
958,01951,锦欣生殖,2.79,0.01,0.36,2.8,2.82,2.77,2.78,14340500.0,40002332.0,2025-06-20 13:55:35
959,00322,康师傅控股,11.3,0.04,0.36,11.32,11.4,11.26,11.26,7200000.0,81548120.0,2025-06-20 13:55:35
960,00728,中国电信,5.61,0.02,0.36,5.59,5.62,5.58,5.59,13867038.0,77620027.0,2025-06-20 13:55:35
961,01024,快手-W,56.5,0.2,0.36,56.3,56.9,56.1,56.3,9644294.0,545248672.0,2025-06-20 13:55:35
962,83188,华夏沪深三百-R,39.92,0.14,0.35,39.8,39.96,39.78,39.78,273200.0,10901040.0,2025-06-20 13:55:35
963,06626,越秀服务,2.9,0.01,0.35,2.89,2.9,2.88,2.89,335500.0,971821.0,2025-06-20 13:55:35
964,02814,三星FANG,40.0,0.14,0.35,39.98,40.0,39.98,39.86,400.0,15992.0,2025-06-20 13:55:35
965,09437,博时央企红利-U,1.19,0.004,0.34,1.186,1.194,1.186,1.186,0.0,,2025-06-20 13:55:35
966,08115,上海青浦消防,5.92,0.02,0.34,5.9,5.92,5.9,5.9,0.0,,2025-06-20 13:55:35
967,01797,东方甄选,11.82,0.04,0.34,11.9,11.98,11.8,11.78,2914500.0,34601380.0,2025-06-20 13:55:35
968,83088,华夏恒生科技-R,5.975,0.02,0.34,5.99,5.99,5.975,5.955,1800.0,10782.0,2025-06-20 13:55:35
969,03750,宁德时代,299.4,1.0,0.34,300.0,301.0,299.2,298.4,704500.0,211467941.0,2025-06-20 13:55:35
970,00992,联想集团,9.0,0.03,0.33,8.95,9.07,8.92,8.97,14099934.0,127268781.0,2025-06-20 13:55:35
971,02517,锅圈,3.08,0.01,0.33,3.13,3.21,3.07,3.07,11264000.0,35113448.0,2025-06-20 13:55:35
972,09195,恒生标普五百-U,1.2,0.004,0.33,1.196,1.2,1.196,1.196,0.0,,2025-06-20 13:55:35
973,06099,招商证券,12.54,0.04,0.32,12.5,12.64,12.5,12.5,1818399.0,22867347.0,2025-06-20 13:55:35
974,06959,长久股份,6.28,0.02,0.32,6.29,6.29,6.24,6.26,14300.0,89553.0,2025-06-20 13:55:35
975,00088,TAI CHEUNG HOLD,3.12,0.01,0.32,3.12,3.12,3.12,3.11,7000.0,21840.0,2025-06-20 13:55:35
976,03412,A都会电子支付,9.31,0.03,0.32,9.28,9.315,9.28,9.28,0.0,,2025-06-20 13:55:35
977,83403,华夏恒ESG-R,44.94,0.145,0.32,44.795,45.12,44.795,44.795,0.0,,2025-06-20 13:55:35
978,00754,合生创展集团,3.1,0.01,0.32,3.1,3.12,3.07,3.09,965900.0,2983327.0,2025-06-20 13:55:35
979,00719,山东新华制药股份,6.29,0.02,0.32,6.27,6.4,6.27,6.27,1458000.0,9218740.0,2025-06-20 13:55:35
980,03086,华夏纳指,44.2,0.14,0.32,44.16,44.28,44.16,44.06,14752.0,652434.0,2025-06-20 13:55:35
981,02696,复宏汉霖,48.1,0.15,0.31,48.45,48.45,46.3,47.95,511500.0,24068332.0,2025-06-20 13:55:35
