序号,代码,名称,最新价,涨跌额,涨跌幅,今开,最高,最低,昨收,成交量,成交额,更新时间
2191,06699,时代天使,54.25,-0.2,-0.37,54.45,54.95,54.25,54.45,101200.0,5521560.0,2025-06-20 13:55:35
2192,02727,上海电气,2.69,-0.01,-0.37,2.7,2.73,2.69,2.7,6784000.0,18333623.0,2025-06-20 13:55:35
2193,01858,春立医疗,10.9,-0.04,-0.37,11.2,11.2,10.8,10.94,293000.0,3188580.0,2025-06-20 13:55:35
2194,00639,首钢资源,2.6,-0.01,-0.38,2.61,2.63,2.59,2.61,1904000.0,4972900.0,2025-06-20 13:55:35
2195,09179,嘉实以太币-U,0.78,-0.003,-0.38,0.783,0.783,0.778,0.783,0.0,,2025-06-20 13:55:35
2196,02142,和铂医药-B,7.76,-0.03,-0.39,7.79,8.02,7.65,7.79,3234000.0,25318779.0,2025-06-20 13:55:35
2197,09081,价值黄金-U,10.15,-0.04,-0.39,10.19,10.19,10.12,10.19,0.0,,2025-06-20 13:55:35
2198,09046,华夏以太币-U,0.772,-0.003,-0.39,0.775,0.775,0.77,0.775,0.0,,2025-06-20 13:55:35
2199,02518,汽车之家-S,50.9,-0.2,-0.39,50.9,50.9,50.9,51.1,1300.0,65935.0,2025-06-20 13:55:35
2200,09696,天齐锂业,25.35,-0.1,-0.39,25.4,26.0,25.2,25.45,566600.0,14447953.0,2025-06-20 13:55:35
2201,09191,GX中国半导-U,5.05,-0.02,-0.39,5.05,5.05,5.05,5.07,50.0,252.0,2025-06-20 13:55:35
2202,00458,联亚集团,2.49,-0.01,-0.4,2.5,2.5,2.49,2.5,0.0,,2025-06-20 13:55:35
2203,07262,南方两倍做多日经,74.64,-0.3,-0.4,74.52,74.64,74.52,74.94,30.0,2235.0,2025-06-20 13:55:35
2204,01585,雅迪控股,12.12,-0.05,-0.41,12.5,12.5,12.1,12.17,6832488.0,83456395.0,2025-06-20 13:55:35
2205,00227,第一上海,0.245,-0.001,-0.41,0.246,0.249,0.243,0.246,848000.0,208192.0,2025-06-20 13:55:35
2206,03288,海天味业,36.35,-0.15,-0.41,36.3,36.7,36.25,36.5,5166963.0,187935526.0,2025-06-20 13:55:35
2207,08321,泰锦控股,0.241,-0.001,-0.41,0.242,0.242,0.241,0.242,0.0,,2025-06-20 13:55:35
2208,01458,周黑鸭,2.43,-0.01,-0.41,2.42,2.44,2.39,2.44,888000.0,2144432.0,2025-06-20 13:55:35
2209,03068,FA南方以太币,12.07,-0.05,-0.41,12.16,12.16,12.06,12.12,80655.0,974063.0,2025-06-20 13:55:35
2210,03179,嘉实以太币,6.105,-0.025,-0.41,6.12,6.12,6.105,6.13,12000.0,73425.0,2025-06-20 13:55:35
2211,06160,百济神州,147.1,-0.6,-0.41,149.5,149.5,145.6,147.7,1601508.0,235612177.0,2025-06-20 13:55:35
2212,83042,华夏比特币-R,11.85,-0.05,-0.42,11.9,11.9,11.83,11.9,0.0,,2025-06-20 13:55:35
2213,01327,励时集团,0.239,-0.001,-0.42,0.24,0.24,0.239,0.24,0.0,,2025-06-20 13:55:35
2214,83069,华夏恒生生科-R,11.86,-0.05,-0.42,11.91,11.91,11.8,11.91,0.0,,2025-06-20 13:55:35
2215,03008,博时比特币,8.12,-0.035,-0.43,8.135,8.165,8.115,8.155,28000.0,227799.0,2025-06-20 13:55:35
2216,08198,加幂科技,2.32,-0.01,-0.43,2.33,2.33,2.28,2.33,74600.0,171382.0,2025-06-20 13:55:35
2217,03135,FA三星比特币,35.84,-0.16,-0.44,35.84,35.84,35.84,36.0,950.0,34048.0,2025-06-20 13:55:35
2218,00934,中石化冠德,4.48,-0.02,-0.44,4.43,4.67,4.43,4.5,278000.0,1246240.0,2025-06-20 13:55:35
2219,00186,敏捷控股,0.228,-0.001,-0.44,0.229,0.229,0.228,0.229,0.0,,2025-06-20 13:55:35
2220,83005,X南方中五百-R,15.96,-0.07,-0.44,16.03,16.03,15.96,16.03,0.0,,2025-06-20 13:55:35
2221,89618,京东集团-SWR,113.6,-0.5,-0.44,114.5,114.5,113.1,114.1,4100.0,465460.0,2025-06-20 13:55:35
2222,01345,上海先锋控股,2.19,-0.01,-0.45,2.2,2.2,2.19,2.2,0.0,,2025-06-20 13:55:35
2223,01113,长实集团,33.05,-0.15,-0.45,33.2,33.3,32.85,33.2,3236086.0,106927258.0,2025-06-20 13:55:35
2224,00199,德祥地产,0.22,-0.001,-0.45,0.22,0.22,0.22,0.221,20000.0,4400.0,2025-06-20 13:55:35
2225,01888,建滔积层板,8.89,-0.04,-0.45,8.95,9.19,8.86,8.93,1884500.0,16896131.0,2025-06-20 13:55:35
2226,02588,中银航空租赁,64.5,-0.3,-0.46,64.15,64.75,63.8,64.8,341522.0,21958399.0,2025-06-20 13:55:35
2227,00669,创科实业,84.95,-0.4,-0.47,85.15,85.85,84.9,85.35,3294853.0,281026656.0,2025-06-20 13:55:35
2228,03877,中国船舶租赁,2.14,-0.01,-0.47,2.13,2.2,2.13,2.15,4978000.0,10734960.0,2025-06-20 13:55:35
2229,02488,元征科技,12.32,-0.06,-0.48,12.3,12.5,12.16,12.38,273500.0,3351490.0,2025-06-20 13:55:35
2230,01193,华润燃气,20.75,-0.1,-0.48,20.85,20.9,20.7,20.85,1704371.0,35446107.0,2025-06-20 13:55:35
2231,02291,心泰医疗,20.65,-0.1,-0.48,21.05,21.05,20.6,20.75,66000.0,1366300.0,2025-06-20 13:55:35
2232,80011,恒生银行-R,102.9,-0.5,-0.48,103.0,103.0,102.3,103.4,1600.0,164250.0,2025-06-20 13:55:35
2233,09618,京东集团-SW,124.1,-0.6,-0.48,124.6,125.7,123.7,124.7,6692445.0,832626032.0,2025-06-20 13:55:35
2234,02343,太平洋航运,2.04,-0.01,-0.49,2.05,2.06,2.02,2.05,3598000.0,7328260.0,2025-06-20 13:55:35
2235,03174,南方医疗健康,2.846,-0.014,-0.49,2.882,2.892,2.844,2.86,112400.0,322643.0,2025-06-20 13:55:35
2236,09388,南方两倍做空英伟达-U,5.035,-0.025,-0.49,5.06,5.06,5.0,5.06,0.0,,2025-06-20 13:55:35
2237,09868,小鹏汽车-W,71.4,-0.35,-0.49,72.0,72.45,71.35,71.75,5869820.0,422206928.0,2025-06-20 13:55:35
2238,09777,南方两倍做多伯克希尔-U,8.12,-0.04,-0.49,8.12,8.12,8.12,8.16,470.0,3816.0,2025-06-20 13:55:35
2239,83081,价值黄金-R,72.86,-0.36,-0.49,72.86,72.86,72.86,73.22,6900.0,502734.0,2025-06-20 13:55:35
2240,03898,时代电气,30.6,-0.15,-0.49,31.05,31.15,30.5,30.75,1575100.0,48364292.0,2025-06-20 13:55:35
2241,09747,XL二南三星-U,1.192,-0.006,-0.5,1.21,1.22,1.192,1.198,19000.0,22918.0,2025-06-20 13:55:35
2242,09885,药师帮,9.9,-0.05,-0.5,9.97,10.12,9.8,9.95,2043800.0,20271538.0,2025-06-20 13:55:35
2243,03046,华夏以太币,6.03,-0.03,-0.5,6.095,6.095,6.015,6.06,211465.0,1281860.0,2025-06-20 13:55:35
2244,03009,博时以太币,1.94,-0.01,-0.51,1.956,1.956,1.938,1.95,15700.0,30472.0,2025-06-20 13:55:35
2245,06618,京东健康,39.35,-0.2,-0.51,39.55,39.9,39.25,39.55,1998750.0,78933577.0,2025-06-20 13:55:35
2246,00025,CHEVALIER INT'L,3.89,-0.02,-0.51,3.9,3.9,3.89,3.91,18000.0,70180.0,2025-06-20 13:55:35
2247,00853,微创医疗,7.79,-0.04,-0.51,7.88,8.09,7.76,7.83,8266000.0,65497590.0,2025-06-20 13:55:35
2248,03339,中国龙工,1.96,-0.01,-0.51,1.98,2.0,1.95,1.97,1718000.0,3381870.0,2025-06-20 13:55:35
2249,01402,超智能控股,0.195,-0.001,-0.51,0.196,0.196,0.195,0.196,0.0,,2025-06-20 13:55:35
2250,01662,义合控股,1.97,-0.01,-0.51,2.0,2.0,1.96,1.98,231000.0,456930.0,2025-06-20 13:55:35
2251,00189,东岳集团,9.79,-0.05,-0.51,9.91,10.06,9.75,9.84,5212800.0,51626552.0,2025-06-20 13:55:35
2252,01809,浦林成山,7.66,-0.04,-0.52,7.66,7.77,7.62,7.7,31000.0,237545.0,2025-06-20 13:55:35
2253,08476,大洋环球控股,3.8,-0.02,-0.52,3.8,3.81,3.79,3.82,58000.0,220180.0,2025-06-20 13:55:35
2254,01265,天津津燃公用,0.193,-0.001,-0.52,0.194,0.194,0.193,0.194,0.0,,2025-06-20 13:55:35
2255,02302,中核国际,3.69,-0.02,-0.54,3.71,3.75,3.69,3.71,279000.0,1034530.0,2025-06-20 13:55:35
2256,08191,鸿伟亚洲,0.185,-0.001,-0.54,0.185,0.185,0.185,0.186,6000.0,1110.0,2025-06-20 13:55:35
2257,03150,GX日本全球领导,70.26,-0.38,-0.54,70.64,70.64,70.24,70.64,0.0,,2025-06-20 13:55:35
2258,02020,安踏体育,90.45,-0.5,-0.55,91.5,91.9,90.25,90.95,3377549.0,306897312.0,2025-06-20 13:55:35
2259,02555,茶百道,9.1,-0.05,-0.55,9.15,9.17,9.01,9.15,1166600.0,10567224.0,2025-06-20 13:55:35
2260,03393,威胜控股,7.29,-0.04,-0.55,7.32,7.44,7.27,7.33,390000.0,2856680.0,2025-06-20 13:55:35
2261,86618,京东健康-R,36.05,-0.2,-0.55,36.15,36.3,36.05,36.25,850.0,30790.0,2025-06-20 13:55:35
2262,03081,价值黄金,79.52,-0.44,-0.55,79.88,79.96,79.46,79.96,26111.0,2079130.0,2025-06-20 13:55:35
2263,00840,天业节水,0.178,-0.001,-0.56,0.179,0.179,0.175,0.179,0.0,,2025-06-20 13:55:35
2264,00489,东风集团股份,3.58,-0.02,-0.56,3.6,3.68,3.57,3.6,23558000.0,85483950.0,2025-06-20 13:55:35
2265,01234,中国利郎,3.56,-0.02,-0.56,3.59,3.59,3.55,3.58,267000.0,952660.0,2025-06-20 13:55:35
2266,03193,南方中证5G,6.135,-0.035,-0.57,6.17,6.17,6.07,6.17,0.0,,2025-06-20 13:55:35
2267,07711,南方两倍做多Coinbase,148.25,-0.85,-0.57,149.1,151.5,148.0,149.1,7340.0,1097272.0,2025-06-20 13:55:35
2268,00696,中国民航信息网络,10.12,-0.06,-0.59,10.18,10.24,10.06,10.18,4032795.0,40811651.0,2025-06-20 13:55:35
2269,00019,太古股份公司A,65.8,-0.4,-0.6,66.2,66.6,65.65,66.2,474000.0,31277062.0,2025-06-20 13:55:35
2270,82020,安踏体育-R,82.8,-0.5,-0.6,83.3,83.85,82.65,83.3,0.0,,2025-06-20 13:55:35
2271,02576,太美医疗科技,3.34,-0.02,-0.6,3.36,3.37,3.33,3.36,12400.0,41386.0,2025-06-20 13:55:35
2272,02360,优品360,1.65,-0.01,-0.6,1.66,1.67,1.64,1.66,866000.0,1429300.0,2025-06-20 13:55:35
2273,09807,GX中国机智-U,5.665,-0.035,-0.61,5.68,5.68,5.665,5.7,1350.0,7662.0,2025-06-20 13:55:35
2274,06990,科伦博泰生物-B,319.4,-2.0,-0.62,315.6,327.2,314.2,321.4,304654.0,97167876.0,2025-06-20 13:55:35
2275,00922,安贤园中国,0.161,-0.001,-0.62,0.162,0.163,0.161,0.162,464000.0,74928.0,2025-06-20 13:55:35
2276,06868,天福,3.2,-0.02,-0.62,3.26,3.26,3.2,3.22,7000.0,22620.0,2025-06-20 13:55:35
2277,02473,喜相逢集团,6.41,-0.04,-0.62,6.43,6.45,6.3,6.45,755000.0,4814525.0,2025-06-20 13:55:35
2278,00098,兴发铝业,8.05,-0.05,-0.62,8.15,8.15,8.05,8.1,43000.0,347150.0,2025-06-20 13:55:35
2279,83046,华夏以太币-R,5.54,-0.035,-0.63,5.575,5.575,5.53,5.575,0.0,,2025-06-20 13:55:35
2280,08057,麦迪森控股,0.158,-0.001,-0.63,0.159,0.159,0.158,0.159,0.0,,2025-06-20 13:55:35
2281,00408,叶氏化工集团,1.56,-0.01,-0.64,1.58,1.58,1.55,1.57,62000.0,97300.0,2025-06-20 13:55:35
2282,01775,精英汇集团,0.152,-0.001,-0.65,0.152,0.152,0.152,0.153,100000.0,15200.0,2025-06-20 13:55:35
2283,00004,九龙仓集团,23.05,-0.15,-0.65,22.9,23.5,22.9,23.2,411503.0,9552469.0,2025-06-20 13:55:35
2284,00667,中国东方教育,6.11,-0.04,-0.65,6.14,6.19,6.06,6.15,1497000.0,9172526.0,2025-06-20 13:55:35
2285,00058,新威国际,0.152,-0.001,-0.65,0.152,0.152,0.152,0.153,20000.0,3040.0,2025-06-20 13:55:35
2286,06978,永泰生物-B,3.05,-0.02,-0.65,3.07,3.07,2.97,3.07,261000.0,781360.0,2025-06-20 13:55:35
2287,09820,GX中国生科-U,7.56,-0.05,-0.66,7.56,7.56,7.56,7.61,800.0,6048.0,2025-06-20 13:55:35
2288,01093,石药集团,7.56,-0.05,-0.66,7.61,7.76,7.5,7.61,116661451.0,886914112.0,2025-06-20 13:55:35
2289,01364,古茗,22.5,-0.15,-0.66,22.65,23.55,22.05,22.65,3293600.0,74762111.0,2025-06-20 13:55:35
2290,01082,源宇宙教育,1.5,-0.01,-0.66,1.43,1.5,1.42,1.51,24960.0,36324.0,2025-06-20 13:55:35
2291,03410,恒生日本东证一百,5.27,-0.035,-0.66,5.285,5.285,5.27,5.305,1700.0,8984.0,2025-06-20 13:55:35
2292,00727,皇冠环球集团,1.48,-0.01,-0.67,1.48,1.48,1.48,1.49,60000.0,88800.0,2025-06-20 13:55:35
2293,01728,正通汽车,0.148,-0.001,-0.67,0.149,0.149,0.148,0.149,2008500.0,297432.0,2025-06-20 13:55:35
2294,00336,华宝国际,2.92,-0.02,-0.68,2.95,2.98,2.92,2.94,1620000.0,4774990.0,2025-06-20 13:55:35
2295,00046,科联系统,1.46,-0.01,-0.68,1.49,1.5,1.46,1.47,42000.0,62900.0,2025-06-20 13:55:35
2296,02101,福禄控股,1.46,-0.01,-0.68,1.47,1.47,1.46,1.47,0.0,,2025-06-20 13:55:35
2297,00866,中国秦发,1.45,-0.01,-0.68,1.45,1.47,1.44,1.46,726000.0,1052240.0,2025-06-20 13:55:35
2298,01112,H&H国际控股,11.74,-0.08,-0.68,11.5,11.98,11.4,11.82,778500.0,9166465.0,2025-06-20 13:55:35
2299,00290,国富量子,1.43,-0.01,-0.69,1.43,1.45,1.42,1.44,2904000.0,4162560.0,2025-06-20 13:55:35
2300,02391,涂鸦智能-W,19.86,-0.14,-0.7,20.0,20.75,19.86,20.0,74600.0,1524250.0,2025-06-20 13:55:35
2301,00020,商汤-W,1.41,-0.01,-0.7,1.42,1.44,1.41,1.42,66204931.0,94178727.0,2025-06-20 13:55:35
2302,06189,爱得威建设集团,0.139,-0.001,-0.71,0.14,0.14,0.139,0.14,0.0,,2025-06-20 13:55:35
2303,02146,荣万家,1.4,-0.01,-0.71,1.41,1.41,1.4,1.41,0.0,,2025-06-20 13:55:35
2304,01890,中国科培,1.39,-0.01,-0.71,1.37,1.41,1.37,1.4,434000.0,599060.0,2025-06-20 13:55:35
2305,02561,维昇药业-B,48.65,-0.35,-0.71,48.0,49.0,48.0,49.0,22100.0,1075510.0,2025-06-20 13:55:35
2306,01981,华夏控股,1.39,-0.01,-0.71,1.41,1.49,1.38,1.4,4135000.0,6102780.0,2025-06-20 13:55:35
2307,02105,来凯医药-B,19.38,-0.14,-0.72,19.66,20.25,19.38,19.52,2079000.0,40848731.0,2025-06-20 13:55:35
2308,08513,加和国际控股,0.137,-0.001,-0.72,0.138,0.138,0.137,0.138,0.0,,2025-06-20 13:55:35
2309,09960,康圣环球,1.36,-0.01,-0.73,1.37,1.41,1.36,1.37,134500.0,185955.0,2025-06-20 13:55:35
2310,01475,日清食品,6.84,-0.05,-0.73,6.83,6.84,6.83,6.89,13000.0,88810.0,2025-06-20 13:55:35
2311,06110,滔搏,2.72,-0.02,-0.73,2.73,2.77,2.71,2.74,7669000.0,20984385.0,2025-06-20 13:55:35
2312,02486,普乐师集团控股,6.82,-0.05,-0.73,6.9,6.95,6.6,6.87,25000.0,171720.0,2025-06-20 13:55:35
2313,01818,招金矿业,20.05,-0.15,-0.74,20.25,20.6,19.94,20.2,4795608.0,96922938.0,2025-06-20 13:55:35
2314,00558,力劲科技,2.68,-0.02,-0.74,2.7,2.72,2.68,2.7,1342500.0,3632150.0,2025-06-20 13:55:35
2315,09877,健世科技-B,7.95,-0.06,-0.75,8.07,8.11,7.88,8.01,182200.0,1456884.0,2025-06-20 13:55:35
2316,02481,慧居科技,2.63,-0.02,-0.75,2.65,2.65,2.63,2.65,5000.0,13170.0,2025-06-20 13:55:35
2317,02219,朝聚眼科,2.63,-0.02,-0.75,2.66,2.67,2.63,2.65,148500.0,392930.0,2025-06-20 13:55:35
2318,00960,龙湖集团,9.22,-0.07,-0.75,9.32,9.36,9.21,9.29,10394085.0,96272251.0,2025-06-20 13:55:35
2319,00805,新吉奥房车,1.32,-0.01,-0.75,1.32,1.32,1.32,1.33,22000.0,29040.0,2025-06-20 13:55:35
2320,00810,中国铸晨81,0.131,-0.001,-0.76,0.131,0.131,0.131,0.132,60000.0,7860.0,2025-06-20 13:55:35
2321,82840,SPDR金-R,2220.0,-17.0,-0.76,2231.0,2231.0,2220.0,2237.0,50.0,111110.0,2025-06-20 13:55:35
2322,02807,GX中国机智,44.46,-0.34,-0.76,44.8,44.8,44.46,44.8,15011.0,670066.0,2025-06-20 13:55:35
2323,00130,慕诗国际,0.131,-0.001,-0.76,0.131,0.131,0.131,0.132,138000.0,18078.0,2025-06-20 13:55:35
2324,00105,凯联国际酒店,5.14,-0.04,-0.77,5.18,5.18,5.14,5.18,0.0,,2025-06-20 13:55:35
2325,00127,华人置业,1.29,-0.01,-0.77,1.29,1.3,1.29,1.3,105000.0,136410.0,2025-06-20 13:55:35
2326,00297,中化化肥,1.28,-0.01,-0.78,1.28,1.3,1.27,1.29,7609193.0,9783262.0,2025-06-20 13:55:35
2327,02245,力勤资源,10.12,-0.08,-0.78,10.2,10.48,10.0,10.2,133600.0,1366820.0,2025-06-20 13:55:35
2328,03626,HSSP INTL,10.18,-0.08,-0.78,9.82,10.24,9.8,10.26,182000.0,1791280.0,2025-06-20 13:55:35
2329,00384,中国燃气,7.5,-0.06,-0.79,7.58,7.58,7.49,7.56,2608000.0,19619216.0,2025-06-20 13:55:35
2330,01085,亨鑫科技,1.24,-0.01,-0.8,1.25,1.25,1.24,1.25,0.0,,2025-06-20 13:55:35
2331,06055,中烟香港,30.65,-0.25,-0.81,31.1,31.35,30.55,30.9,1097000.0,33938950.0,2025-06-20 13:55:35
2332,00338,上海石油化工股份,1.23,-0.01,-0.81,1.25,1.25,1.22,1.24,10550000.0,12985445.0,2025-06-20 13:55:35
2333,01111,华视集团控股,0.245,-0.002,-0.81,0.247,0.247,0.245,0.247,0.0,,2025-06-20 13:55:35
2334,06127,昭衍新药,14.44,-0.12,-0.82,14.68,15.04,14.34,14.56,3047988.0,44694642.0,2025-06-20 13:55:35
2335,01843,快餐帝国,0.119,-0.001,-0.83,0.12,0.12,0.119,0.12,0.0,,2025-06-20 13:55:35
2336,00580,赛晶科技,1.19,-0.01,-0.83,1.2,1.2,1.17,1.2,702000.0,833940.0,2025-06-20 13:55:35
2337,00354,中国软件国际,4.67,-0.04,-0.85,4.71,4.77,4.66,4.71,12588128.0,59089619.0,2025-06-20 13:55:35
2338,06858,本间高尔夫,3.52,-0.03,-0.85,3.52,3.52,3.52,3.55,53000.0,186560.0,2025-06-20 13:55:35
2339,02589,沪上阿姨,138.2,-1.2,-0.86,139.0,148.9,137.3,139.4,93750.0,13410597.0,2025-06-20 13:55:35
2340,02279,雍禾医疗,1.15,-0.01,-0.86,1.16,1.16,1.15,1.16,37500.0,43385.0,2025-06-20 13:55:35
2341,01125,丽丰控股,1.12,-0.01,-0.88,1.13,1.13,1.12,1.13,0.0,,2025-06-20 13:55:35
2342,06199,贵州银行,1.12,-0.01,-0.88,1.13,1.13,1.12,1.13,0.0,,2025-06-20 13:55:35
2343,01272,大唐环境,1.13,-0.01,-0.88,1.13,1.13,1.12,1.14,126000.0,141910.0,2025-06-20 13:55:35
2344,00039,中国北大荒,0.111,-0.001,-0.89,0.112,0.112,0.111,0.112,3092000.0,344208.0,2025-06-20 13:55:35
2345,08173,客思控股,0.111,-0.001,-0.89,0.112,0.112,0.111,0.112,0.0,,2025-06-20 13:55:35
2346,01208,五矿资源,3.34,-0.03,-0.89,3.35,3.43,3.33,3.37,33043000.0,111313283.0,2025-06-20 13:55:35
2347,02208,金风科技,6.68,-0.06,-0.89,6.81,6.94,6.67,6.74,8376159.0,56603488.0,2025-06-20 13:55:35
2348,00240,利基控股,1.1,-0.01,-0.9,1.09,1.1,1.06,1.11,410000.0,438400.0,2025-06-20 13:55:35
2349,02883,中海油田服务,6.56,-0.06,-0.91,6.6,6.65,6.54,6.62,5017461.0,33029249.0,2025-06-20 13:55:35
2350,00460,四环医药,1.09,-0.01,-0.91,1.11,1.11,1.08,1.1,36402000.0,39831990.0,2025-06-20 13:55:35
2351,02252,微创机器人-B,15.26,-0.14,-0.91,15.66,15.68,15.24,15.4,1889520.0,29223320.0,2025-06-20 13:55:35
2352,00055,中星集团控股,0.213,-0.002,-0.93,0.215,0.215,0.213,0.215,0.0,,2025-06-20 13:55:35
2353,01701,途屹控股,0.107,-0.001,-0.93,0.107,0.107,0.107,0.108,4000.0,428.0,2025-06-20 13:55:35
2354,07568,南方两倍做空纳斯达克100,4.404,-0.042,-0.94,4.43,4.43,4.396,4.446,2957300.0,13038451.0,2025-06-20 13:55:35
2355,07311,南方两倍做空Coinbase,16.8,-0.16,-0.94,16.75,16.8,16.59,16.96,26800.0,448484.0,2025-06-20 13:55:35
2356,02886,滨海投资,1.05,-0.01,-0.94,1.05,1.05,1.05,1.06,40000.0,42000.0,2025-06-20 13:55:35
2357,06193,泰林科建,0.211,-0.002,-0.94,0.212,0.212,0.208,0.213,54000.0,11386.0,2025-06-20 13:55:35
2358,02465,龙蟠科技,6.33,-0.06,-0.94,6.52,6.68,6.3,6.39,16409500.0,106575180.0,2025-06-20 13:55:35
2359,02076,BOSS直聘-W,68.35,-0.65,-0.94,68.85,68.85,67.35,69.0,3300.0,226425.0,2025-06-20 13:55:35
2360,02469,粉笔,2.1,-0.02,-0.94,2.12,2.14,2.09,2.12,10316500.0,21770933.0,2025-06-20 13:55:35
2361,00882,天津发展,2.08,-0.02,-0.95,2.1,2.1,2.07,2.1,136000.0,282160.0,2025-06-20 13:55:35
2362,03633,中裕能源,4.16,-0.04,-0.95,4.19,4.21,4.16,4.2,211000.0,885000.0,2025-06-20 13:55:35
2363,02265,鸿承环保科技,1.04,-0.01,-0.95,1.05,1.06,1.03,1.05,1290000.0,1351250.0,2025-06-20 13:55:35
2364,02495,声通科技,88.5,-0.85,-0.95,89.35,94.15,88.0,89.35,21360.0,1939418.0,2025-06-20 13:55:35
2365,02660,禅游科技,2.08,-0.02,-0.95,2.09,2.09,2.08,2.1,770000.0,1604609.0,2025-06-20 13:55:35
2366,01966,中骏集团控股,0.104,-0.001,-0.95,0.102,0.105,0.102,0.105,47000.0,4923.0,2025-06-20 13:55:35
2367,03347,泰格医药,35.95,-0.35,-0.96,36.6,36.65,35.8,36.3,886600.0,32133812.0,2025-06-20 13:55:35
2368,09989,海普瑞,5.17,-0.05,-0.96,5.18,5.25,5.15,5.22,1612500.0,8366255.0,2025-06-20 13:55:35
2369,03306,江南布衣,16.32,-0.16,-0.97,16.8,16.8,16.26,16.48,324500.0,5333272.0,2025-06-20 13:55:35
2370,01772,赣锋锂业,20.25,-0.2,-0.98,20.55,20.9,20.15,20.45,2871808.0,58569895.0,2025-06-20 13:55:35
2371,03389,亨得利,0.101,-0.001,-0.98,0.105,0.105,0.101,0.102,12000.0,1228.0,2025-06-20 13:55:35
2372,01927,久久王,0.101,-0.001,-0.98,0.102,0.102,0.101,0.102,20000.0,2030.0,2025-06-20 13:55:35
2373,09686,熙康云医院,1.01,-0.01,-0.98,1.02,1.02,1.01,1.02,0.0,,2025-06-20 13:55:35
2374,00038,第一拖拉机股份,7.07,-0.07,-0.98,7.35,7.35,7.03,7.14,1908000.0,13587920.0,2025-06-20 13:55:35
2375,03868,信义能源,1.0,-0.01,-0.99,1.02,1.03,1.0,1.01,4222217.0,4288475.0,2025-06-20 13:55:35
2376,02212,高鹏矿业,0.099,-0.001,-1.0,0.1,0.1,0.099,0.1,0.0,,2025-06-20 13:55:35
2377,03330,灵宝黄金,9.87,-0.1,-1.0,9.78,10.3,9.66,9.97,15635500.0,155885044.0,2025-06-20 13:55:35
2378,00432,盈大地产,0.197,-0.002,-1.01,0.198,0.198,0.196,0.199,505535.0,99605.0,2025-06-20 13:55:35
2379,00596,浪潮数字企业,7.82,-0.08,-1.01,8.1,8.06,7.76,7.9,2674000.0,21108140.0,2025-06-20 13:55:35
2380,07234,博时两倍做多中国创业板,3.318,-0.034,-1.01,3.388,3.39,3.312,3.352,1130600.0,3770113.0,2025-06-20 13:55:35
2381,01910,新秀丽,13.74,-0.14,-1.01,13.88,14.06,13.6,13.88,2134319.0,29251526.0,2025-06-20 13:55:35
2382,02098,卓尔智联,0.197,-0.002,-1.01,0.205,0.205,0.196,0.199,119000.0,23981.0,2025-06-20 13:55:35
2383,03993,洛阳钼业,6.84,-0.07,-1.01,6.89,6.99,6.84,6.91,7377900.0,50991303.0,2025-06-20 13:55:35
2384,09966,康宁杰瑞制药-B,6.86,-0.07,-1.01,6.93,7.08,6.8,6.93,1024000.0,7089055.0,2025-06-20 13:55:35
2385,02228,晶泰控股,5.83,-0.06,-1.02,6.02,6.14,5.71,5.89,71628475.0,422734096.0,2025-06-20 13:55:35
2386,00034,九龙建业,2.9,-0.03,-1.02,2.93,2.93,2.9,2.93,28000.0,81800.0,2025-06-20 13:55:35
2387,01380,中国金石,0.193,-0.002,-1.03,0.21,0.21,0.186,0.195,3080000.0,596670.0,2025-06-20 13:55:35
2388,01626,嘉耀控股,2.87,-0.03,-1.03,2.8,2.9,2.8,2.9,511000.0,1455830.0,2025-06-20 13:55:35
2389,00857,中国石油股份,6.73,-0.07,-1.03,6.8,6.8,6.7,6.8,69291573.0,466399088.0,2025-06-20 13:55:35
2390,03332,中生联合,0.48,-0.005,-1.03,0.485,0.485,0.48,0.485,0.0,,2025-06-20 13:55:35
2391,01563,友联国际教育租赁,0.192,-0.002,-1.03,0.194,0.195,0.185,0.194,1690000.0,322264.0,2025-06-20 13:55:35
2392,02273,固生堂,33.35,-0.35,-1.04,34.3,34.3,33.2,33.7,337900.0,11338460.0,2025-06-20 13:55:35
2393,00450,鸿兴印刷集团,0.95,-0.01,-1.04,0.96,0.96,0.94,0.96,22000.0,21080.0,2025-06-20 13:55:35
2394,00533,金利来集团,0.95,-0.01,-1.04,0.95,0.95,0.95,0.96,26000.0,24700.0,2025-06-20 13:55:35
2395,08120,国农金融投资,0.475,-0.005,-1.04,0.53,0.53,0.475,0.48,5250.0,2755.0,2025-06-20 13:55:35
2396,01405,达势股份,94.1,-1.0,-1.05,95.05,96.1,94.1,95.1,69300.0,6569395.0,2025-06-20 13:55:35
2397,07552,南方两倍做空恒生科技,1.864,-0.02,-1.06,1.864,1.874,1.846,1.884,234922000.0,436664064.0,2025-06-20 13:55:35
2398,00037,远东酒店实业,0.465,-0.005,-1.06,0.465,0.465,0.465,0.47,108000.0,50250.0,2025-06-20 13:55:35
2399,00512,远大医药,8.38,-0.09,-1.06,8.43,8.64,8.31,8.47,11452000.0,96640110.0,2025-06-20 13:55:35
2400,02499,佛朗斯股份,5.49,-0.06,-1.08,5.6,5.6,5.49,5.55,11800.0,65814.0,2025-06-20 13:55:35
