序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
777,000989,九芝堂,8.83,1.03,0.09,98413.0,86701841.75,1.37,8.86,8.74,8.74,8.74,0.46,1.42,16.21,2.09,7557967966.0,6129374107.0,0.0,-0.11,4.99,15.27,2025-06-20 13:55:29
778,603980,吉华集团,4.92,1.03,0.05,221691.0,109292091.0,3.49,5.01,4.84,4.91,4.87,0.69,3.28,-40.08,0.87,3330020131.0,3330020131.0,-0.2,-0.4,5.58,14.42,2025-06-20 13:55:29
779,300890,翔丰华,29.39,1.03,0.3,64119.0,190505959.18,4.09,30.1,28.91,28.91,29.09,1.19,5.9,-107.3,1.73,3498353889.0,3191555059.0,-0.03,-0.2,-6.28,-2.88,2025-06-20 13:55:29
780,301308,江波龙,80.27,1.03,0.82,95087.0,759170738.8,3.61,80.98,78.11,79.13,79.45,1.35,7.99,-55.4,5.13,33644790582.0,9556410237.0,-0.09,-0.17,-19.5,-6.66,2025-06-20 13:55:29
781,300308,中际旭创,129.62,1.03,1.32,407449.0,5232122812.81,5.0,131.18,124.77,130.0,128.3,1.02,3.69,22.75,7.09,144023158453.0,143316476435.0,0.08,-0.11,27.14,5.37,2025-06-20 13:55:29
782,688700,东威科技,36.74,1.02,0.37,22907.0,84521239.0,3.55,37.66,36.37,36.37,36.37,0.96,0.77,161.17,6.37,10963265966.0,10963265966.0,-0.05,-0.11,-7.87,24.71,2025-06-20 13:55:29
783,688223,晶科能源,4.95,1.02,0.05,616072.0,308612347.0,3.06,5.08,4.93,4.93,4.9,1.68,0.62,-8.91,1.66,49525750326.0,49525750326.0,0.2,0.2,-28.67,-30.38,2025-06-20 13:55:29
784,002807,江阴银行,4.93,1.02,0.05,311594.0,153003298.51,1.84,4.94,4.85,4.89,4.88,1.45,1.27,8.49,0.66,12134666450.0,12117692460.0,0.0,0.0,22.94,18.8,2025-06-20 13:55:29
785,688287,*ST观典,4.96,1.02,0.05,15270.0,7558205.0,2.85,5.03,4.89,4.91,4.91,0.48,0.41,-27.79,2.23,1837757376.0,1837757376.0,-0.2,-0.6,-10.31,-9.49,2025-06-20 13:55:29
786,300289,利德曼,5.0,1.01,0.05,51354.0,25697780.2,2.63,5.05,4.92,4.97,4.95,1.13,0.95,-543.26,1.64,2720057435.0,2715782435.0,-0.2,-0.2,0.0,2.04,2025-06-20 13:55:29
787,601225,陕西煤业,19.98,1.01,0.2,357543.0,716747202.0,2.28,20.21,19.76,19.82,19.78,1.47,0.37,10.08,2.27,193706100000.0,193706100000.0,0.0,0.0,0.4,-13.73,2025-06-20 13:55:29
788,600398,海澜之家,6.98,1.01,0.07,173027.0,120758961.0,2.46,7.04,6.87,6.91,6.91,0.8,0.36,8.96,1.87,33523336666.0,33523336666.0,-0.14,0.0,-13.4,-6.93,2025-06-20 13:55:29
789,002889,东方嘉盛,14.01,1.01,0.14,17738.0,24887257.48,1.95,14.14,13.87,13.87,13.87,0.94,0.71,30.48,2.2,5291121283.0,3520496602.0,-0.14,-0.07,-6.6,-2.03,2025-06-20 13:55:29
790,600449,宁夏建材,13.01,1.01,0.13,23872.0,30906274.0,1.94,13.07,12.82,12.85,12.88,0.69,0.5,-184.98,0.87,6221135356.0,6221135356.0,0.0,-0.08,-16.92,-12.15,2025-06-20 13:55:29
791,002371,北方华创,427.83,1.01,4.27,25500.0,1086503942.23,1.77,428.0,420.5,420.59,423.56,0.89,0.48,36.14,7.0,228536220310.0,228338883723.0,-0.04,-0.01,2.16,9.42,2025-06-20 13:55:29
792,002169,智光电气,6.03,1.01,0.06,46065.0,27791479.0,2.01,6.08,5.96,5.96,5.97,0.8,0.61,-31.86,1.76,4719705687.0,4574804021.0,0.0,-0.17,-3.21,-1.95,2025-06-20 13:55:29
793,600397,安源煤业,5.98,1.01,0.06,354100.0,214740037.0,5.57,6.21,5.88,5.96,5.92,1.01,3.58,-12.3,50.44,5919960094.0,5919960094.0,-0.17,-0.33,-8.98,41.71,2025-06-20 13:55:29
794,603738,XD泰晶科,14.06,1.01,0.14,56577.0,78634473.0,2.59,14.09,13.73,13.85,13.92,0.92,1.45,157.5,3.15,5473878174.0,5473878174.0,0.07,-0.14,-14.27,-5.64,2025-06-20 13:55:29
795,600237,铜峰电子,6.97,1.01,0.07,103209.0,72034647.0,2.32,7.05,6.89,6.9,6.9,1.48,1.66,40.39,2.36,4396042810.0,4333082800.0,0.14,0.14,-3.73,6.41,2025-06-20 13:55:29
796,600367,红星发展,16.24,1.0,0.16,596515.0,976261258.0,9.89,17.17,15.58,15.69,16.08,1.33,18.53,47.25,2.3,5539965848.0,5228844476.0,0.06,-0.31,13.49,40.97,2025-06-20 13:55:29
797,002645,华宏科技,9.07,1.0,0.09,160936.0,146329543.43,2.9,9.22,8.96,9.0,8.98,0.51,3.14,42.35,1.62,5274456774.0,4651594397.0,-0.11,-0.22,10.61,32.99,2025-06-20 13:55:29
798,688500,慧辰股份,40.3,1.0,0.4,45428.0,183072135.0,8.22,41.36,38.08,40.01,39.9,0.94,6.12,-42.38,4.14,2993262753.0,2993262753.0,-0.25,0.0,34.78,17.49,2025-06-20 13:55:29
799,836699,海达尔,44.35,1.0,0.44,2892.0,12785080.13,3.85,45.04,43.35,43.9,43.91,1.03,1.39,26.32,6.19,2023482055.0,925819555.0,0.0,-0.29,-5.78,16.1,2025-06-20 13:55:29
800,002116,中国海诚,10.09,1.0,0.1,19730.0,19794599.54,1.3,10.11,9.98,9.99,9.99,0.43,0.43,25.81,1.92,4702507643.0,4612877860.0,0.0,0.0,-3.26,1.1,2025-06-20 13:55:29
801,301321,翰博高新,14.34,0.99,0.14,20096.0,28862664.5,3.03,14.56,14.13,14.23,14.2,1.14,1.36,-18.57,2.65,2673477900.0,2116392045.0,-0.07,-0.14,-4.91,-0.42,2025-06-20 13:55:29
802,688779,五矿新能,5.11,0.99,0.05,126408.0,64912764.0,2.37,5.18,5.06,5.07,5.06,1.2,0.66,-38.59,1.48,9858308553.0,9858308553.0,0.2,0.2,-2.11,-3.95,2025-06-20 13:55:29
803,300062,中能电气,5.1,0.99,0.05,61441.0,31414517.68,2.18,5.16,5.05,5.06,5.05,1.38,1.59,-53.26,2.38,2843763381.0,1969168869.0,-0.39,-0.58,-12.37,-13.27,2025-06-20 13:55:29
804,603268,*ST松发,37.75,0.99,0.37,1898.0,7171285.0,2.38,38.0,37.11,37.4,37.38,0.56,0.15,-389.69,4.35,32529073490.0,4687372200.0,-0.08,-0.08,-5.6,-4.82,2025-06-20 13:55:29
805,300261,雅本化学,7.14,0.99,0.07,148256.0,106191000.0,2.83,7.24,7.04,7.12,7.07,0.54,1.58,-134.79,3.45,6878029623.0,6690746752.0,0.14,0.14,3.03,4.23,2025-06-20 13:55:29
806,600017,日照港,3.08,0.98,0.03,260407.0,80241831.0,1.97,3.1,3.04,3.05,3.05,1.11,0.85,15.62,0.69,9473013975.0,9473013975.0,-0.32,0.0,0.0,-0.96,2025-06-20 13:55:29
807,000981,山子高科,2.07,0.98,0.02,1314845.0,271727497.66,1.46,2.08,2.05,2.08,2.05,0.46,1.38,62.46,17.48,20694764738.0,19692573990.0,0.0,0.49,-5.91,3.5,2025-06-20 13:55:29
808,002129,TCL中环,7.24,0.98,0.07,481533.0,352462124.55,2.65,7.4,7.21,7.25,7.17,1.59,1.19,-3.84,1.01,29272158197.0,29249699883.0,0.14,0.14,-22.32,-18.38,2025-06-20 13:55:29
809,300316,晶盛机电,26.07,0.97,0.25,52374.0,137302710.27,2.17,26.43,25.87,25.87,25.82,1.22,0.43,14.9,2.05,34139546088.0,32106650138.0,0.04,-0.04,-21.76,-17.24,2025-06-20 13:55:29
810,301165,锐捷网络,51.26,0.97,0.49,44457.0,228279309.43,4.12,52.59,50.5,50.81,50.77,1.11,4.66,95.02,9.37,40774999977.0,4892999977.0,0.16,0.02,1.2,0.23,2025-06-20 13:55:29
811,601077,渝农商行,7.31,0.97,0.07,477119.0,346782625.0,3.18,7.37,7.14,7.23,7.24,0.51,0.54,5.54,0.66,83019670000.0,64603588857.0,-0.14,-0.27,24.96,24.74,2025-06-20 13:55:29
812,600428,中远海特,6.24,0.97,0.06,155755.0,97011268.0,1.78,6.27,6.16,6.18,6.18,0.63,0.73,12.39,1.04,17122063265.0,13395100811.0,0.0,-0.16,-9.83,-14.52,2025-06-20 13:55:29
813,688480,赛恩斯,32.12,0.97,0.31,4344.0,13943528.0,4.09,32.73,31.43,31.72,31.81,1.24,0.68,43.19,2.8,3061876869.0,2050739269.0,0.0,-0.59,-4.6,18.35,2025-06-20 13:55:29
814,002546,新联电子,5.24,0.96,0.05,238206.0,124654710.26,4.24,5.38,5.16,5.19,5.19,0.73,2.97,10.18,1.32,4370417263.0,4198456183.0,0.0,0.0,3.15,24.47,2025-06-20 13:55:29
815,603565,中谷物流,9.51,0.96,0.09,68222.0,64616171.0,1.8,9.55,9.38,9.42,9.42,0.68,0.32,9.13,2.01,19971600110.0,19971600110.0,0.0,-0.21,12.41,5.55,2025-06-20 13:55:29
816,002246,北化股份,13.65,0.96,0.13,470553.0,623817678.3,7.84,13.94,12.88,13.25,13.52,0.69,8.57,63.49,2.63,7494324938.0,7494324938.0,-0.07,-0.22,21.88,34.75,2025-06-20 13:55:29
817,873679,前进科技,19.89,0.96,0.19,5516.0,10943367.0,3.5,20.1,19.41,19.69,19.7,1.18,2.11,-205.11,2.3,1110856500.0,520705283.0,0.05,0.05,5.46,21.35,2025-06-20 13:55:29
818,002963,豪尔赛,11.52,0.96,0.11,15796.0,18123704.0,2.45,11.61,11.33,11.45,11.41,0.96,1.28,-19.33,1.34,1732146394.0,1416891433.0,0.0,0.0,-1.96,0.52,2025-06-20 13:55:29
819,603396,金辰股份,24.17,0.96,0.23,30975.0,75920129.0,3.59,24.87,24.01,24.02,23.94,2.41,2.24,35.65,1.31,3348209143.0,3348209143.0,-0.04,-0.04,-13.86,-10.15,2025-06-20 13:55:29
820,002697,红旗连锁,5.24,0.96,0.05,126821.0,66215546.4,1.93,5.28,5.18,5.18,5.19,1.03,1.18,11.38,1.6,7126400000.0,5630063242.0,-0.57,0.58,-5.76,-9.66,2025-06-20 13:55:29
821,603429,集友股份,9.58,0.95,0.09,70464.0,67014167.0,3.06,9.62,9.33,9.44,9.49,0.67,1.34,1031.64,4.05,5024570755.0,5024570755.0,0.21,0.42,23.14,53.04,2025-06-20 13:55:29
822,002327,富安娜,7.45,0.95,0.07,20088.0,14893925.0,1.36,7.46,7.36,7.38,7.38,0.68,0.41,27.81,1.82,6244929266.0,3633706001.0,0.13,0.0,-3.37,-9.37,2025-06-20 13:55:29
823,001338,永顺泰,11.7,0.95,0.11,71657.0,83792799.94,1.73,11.77,11.57,11.59,11.59,0.76,3.04,20.67,1.66,5870250758.0,2760667428.0,-0.17,-0.17,3.08,10.59,2025-06-20 13:55:29
824,603223,恒通股份,9.53,0.95,0.09,51254.0,48752699.0,2.75,9.62,9.36,9.36,9.44,0.66,0.93,39.99,1.79,6806202548.0,5271904512.0,0.0,-0.1,9.29,-8.63,2025-06-20 13:55:29
825,688617,惠泰医疗,273.99,0.95,2.59,3734.0,101697159.0,2.07,276.0,270.38,272.19,271.4,0.76,0.26,52.74,15.13,38636369966.0,38636369966.0,0.44,0.54,9.46,7.21,2025-06-20 13:55:29
826,301109,军信股份,14.9,0.95,0.14,38982.0,57444160.41,2.91,14.93,14.5,14.78,14.76,0.63,2.82,17.01,1.62,11757602546.0,2057856329.0,0.2,0.2,3.69,32.21,2025-06-20 13:55:29
827,300510,金冠股份,4.26,0.95,0.04,167744.0,71698334.28,2.84,4.32,4.2,4.2,4.22,1.22,2.03,-157.99,1.54,3513182382.0,3513182382.0,0.24,0.0,-7.19,0.47,2025-06-20 13:55:29
828,601228,广州港,3.19,0.95,0.03,121150.0,38579615.0,1.27,3.2,3.16,3.17,3.16,0.83,0.16,22.96,1.14,24067055010.0,24067055010.0,0.31,0.31,-1.54,-5.9,2025-06-20 13:55:29
829,300160,秀强股份,5.31,0.95,0.05,50127.0,26656558.0,2.28,5.37,5.25,5.26,5.26,1.09,0.66,12.2,1.62,4104344811.0,4048129035.0,0.0,0.0,-5.01,-0.56,2025-06-20 13:55:29
830,833575,康乐卫士,15.99,0.95,0.15,29188.0,46132228.92,3.54,16.09,15.53,15.88,15.84,0.58,1.55,-15.96,9.31,4492230600.0,3005139493.0,-0.19,0.06,-8.26,-3.27,2025-06-20 13:55:29
831,300995,奇德新材,38.44,0.95,0.36,20994.0,81114926.52,3.52,39.2,37.86,37.86,38.08,0.69,3.5,199.28,5.24,3235110400.0,2302739782.0,-0.03,-0.18,108.69,145.47,2025-06-20 13:55:29
832,001269,欧晶科技,22.52,0.94,0.21,28527.0,65647366.28,5.11,23.55,22.41,22.41,22.31,2.18,3.4,-295.46,4.53,4333011495.0,1889444147.0,0.0,-0.04,-6.83,-20.95,2025-06-20 13:55:29
833,003027,同兴科技,17.18,0.94,0.16,37804.0,65271802.0,3.64,17.5,16.88,16.88,17.02,0.69,3.61,41.22,1.35,2245824576.0,1801511430.0,-0.17,-0.35,10.34,16.47,2025-06-20 13:55:29
834,600400,红豆股份,2.15,0.94,0.02,88792.0,18986216.0,1.88,2.15,2.11,2.12,2.13,0.45,0.39,-40.88,1.96,4937629482.0,4926449482.0,0.47,0.0,-11.89,-13.65,2025-06-20 13:55:29
835,300008,天海防务,6.46,0.94,0.06,1307016.0,839048148.0,4.69,6.55,6.25,6.33,6.4,0.73,7.93,68.41,5.21,11163068199.0,10641493859.0,0.0,-0.15,-7.05,38.03,2025-06-20 13:55:29
836,603029,天鹅股份,17.18,0.94,0.16,12152.0,20804911.0,1.76,17.27,16.97,16.98,17.02,0.71,1.0,70.78,2.36,2084655560.0,2084655560.0,0.0,0.0,-0.29,0.35,2025-06-20 13:55:29
837,600103,青山纸业,2.15,0.94,0.02,253874.0,54594267.0,2.35,2.17,2.12,2.13,2.13,1.52,1.15,39.47,1.23,4844498351.0,4756507451.0,0.0,-0.46,-4.87,-15.69,2025-06-20 13:55:29
838,002128,电投能源,19.35,0.94,0.18,55725.0,107731820.62,1.67,19.46,19.14,19.17,19.17,0.53,0.25,6.96,1.19,43374447090.0,43374447090.0,-0.05,0.0,1.1,-1.17,2025-06-20 13:55:29
839,002654,万润科技,11.86,0.94,0.11,250879.0,299441159.81,3.83,12.15,11.7,11.74,11.75,1.1,2.97,-1364.8,6.53,10025288172.0,10024576572.0,0.0,0.0,-10.36,-2.23,2025-06-20 13:55:29
840,000100,TCL科技,4.36,0.93,0.04,1091440.0,475913006.62,1.39,4.38,4.32,4.33,4.32,1.01,0.6,20.21,1.53,81876792144.0,78914350595.0,0.0,0.0,-4.39,-13.32,2025-06-20 13:55:29
841,688268,华特气体,47.86,0.93,0.44,9574.0,45860502.0,1.48,48.2,47.5,47.5,47.42,0.97,0.8,32.42,3.14,5757761931.0,5753885271.0,0.0,-0.08,2.7,4.22,2025-06-20 13:55:29
842,603569,长久物流,7.59,0.93,0.07,45487.0,34518393.0,1.73,7.64,7.51,7.55,7.52,0.84,0.75,287.56,1.55,4580620035.0,4580620035.0,-0.13,-0.13,0.4,2.71,2025-06-20 13:55:29
843,300811,铂科新材,41.03,0.93,0.38,17489.0,72167439.18,2.39,41.65,40.68,40.68,40.65,0.65,0.76,40.17,4.49,11853109269.0,9436699240.0,-0.02,-0.02,-16.42,-23.89,2025-06-20 13:55:29
844,600727,鲁北化工,7.63,0.93,0.07,161540.0,123823268.0,3.57,7.78,7.51,7.51,7.56,0.49,3.06,28.0,1.27,4033089320.0,4032631520.0,0.0,0.0,2.28,4.38,2025-06-20 13:55:29
845,600406,国电南瑞,22.69,0.93,0.21,193610.0,440432618.0,1.96,22.93,22.49,22.61,22.48,1.07,0.24,66.98,3.64,182248082597.0,181436608759.0,-0.04,0.0,2.44,-10.03,2025-06-20 13:55:29
846,600064,南京高科,7.61,0.93,0.07,93135.0,70660294.0,1.19,7.62,7.53,7.53,7.54,0.9,0.54,4.76,0.68,13167884691.0,13167884691.0,0.0,0.0,3.54,-2.06,2025-06-20 13:55:29
847,002959,小熊电器,46.46,0.93,0.43,10374.0,48426356.2,2.45,47.16,46.03,46.03,46.03,0.8,0.67,14.06,2.68,7296016794.0,7172508692.0,-0.06,-0.09,6.22,-3.03,2025-06-20 13:55:29
848,002537,海联金汇,8.81,0.92,0.08,1634113.0,1389426413.54,10.42,9.04,8.13,8.85,8.73,0.96,13.98,51.06,2.55,10343087523.0,10300649753.0,0.0,0.0,46.59,53.22,2025-06-20 13:55:29
849,601068,中铝国际,4.38,0.92,0.04,63949.0,27886709.0,1.38,4.39,4.33,4.33,4.34,0.84,0.25,49.72,4.58,13086722849.0,11211007121.0,0.0,0.0,-2.23,-0.68,2025-06-20 13:55:29
850,301533,威马农机,32.27,0.91,0.29,15940.0,51256180.0,4.13,32.84,31.52,32.01,31.98,1.12,5.61,82.14,2.88,3172357209.0,917652309.0,-0.03,-0.09,-3.41,10.89,2025-06-20 13:55:29
851,300315,掌趣科技,5.54,0.91,0.05,1622076.0,915774302.63,4.92,5.8,5.53,5.68,5.49,1.19,6.28,134.6,3.07,15000164957.0,14309973220.0,-0.18,-0.36,-1.42,0.73,2025-06-20 13:55:29
852,300396,迪瑞医疗,13.3,0.91,0.12,15452.0,20570416.0,1.37,13.39,13.21,13.21,13.18,0.61,0.57,57.83,1.81,3626912141.0,3623610762.0,0.0,-0.08,-13.58,-17.29,2025-06-20 13:55:29
853,300529,健帆生物,21.08,0.91,0.19,33224.0,70128693.0,2.39,21.35,20.85,20.94,20.89,0.98,0.65,22.29,6.03,16834599197.0,10802808576.0,0.09,0.14,-16.58,-26.19,2025-06-20 13:55:29
854,600188,兖矿能源,12.18,0.91,0.11,121713.0,148431408.0,1.24,12.25,12.1,12.12,12.07,0.57,0.21,11.28,1.96,122256513026.0,72153237003.0,0.08,0.0,-6.67,-10.64,2025-06-20 13:55:29
855,002723,小崧股份,7.74,0.91,0.07,157707.0,120792039.0,4.56,7.83,7.48,7.55,7.67,1.45,4.97,-69.07,2.47,2461373220.0,2454457584.0,0.0,-0.26,-5.38,11.37,2025-06-20 13:55:29
856,601658,邮储银行,5.57,0.91,0.05,1197838.0,663139703.0,1.45,5.58,5.5,5.52,5.52,0.84,0.18,5.47,0.66,552327193532.0,373871741264.0,0.0,0.0,6.7,2.77,2025-06-20 13:55:29
857,300077,国民技术,23.29,0.91,0.21,233472.0,552498122.94,4.25,24.21,23.23,23.4,23.08,1.41,4.12,-158.84,14.03,13581020843.0,13206126371.0,-0.04,0.04,-7.94,-2.31,2025-06-20 13:55:29
858,002029,七 匹 狼,6.7,0.9,0.06,54548.0,36396533.0,1.66,6.72,6.61,6.65,6.64,0.4,0.82,7.9,0.71,4723657698.0,4458219925.0,0.15,0.15,5.51,4.04,2025-06-20 13:55:29
859,603172,万丰股份,14.65,0.9,0.13,12929.0,18904403.0,2.27,14.78,14.45,14.52,14.52,0.7,2.58,47.14,1.84,1954017000.0,733672000.0,0.0,-0.07,0.96,12.09,2025-06-20 13:55:29
860,002900,哈三联,13.39,0.9,0.12,102479.0,136506974.0,2.56,13.49,13.15,13.27,13.27,0.52,5.92,-36.71,2.05,4236027595.0,2317541803.0,-0.15,-0.15,37.05,38.76,2025-06-20 13:55:29
861,603392,万泰生物,61.6,0.9,0.55,21851.0,134495207.0,1.61,61.89,60.91,60.95,61.05,0.58,0.17,-369.16,6.38,77931562878.0,77931562878.0,0.0,-0.1,-7.27,-12.57,2025-06-20 13:55:29
862,000959,首钢股份,3.36,0.9,0.03,215540.0,72559562.26,2.1,3.39,3.32,3.33,3.33,1.39,0.33,19.92,0.52,26120576227.0,21864405854.0,0.0,-0.3,-5.88,10.89,2025-06-20 13:55:29
863,600063,皖维高新,4.47,0.9,0.04,138779.0,62043649.0,1.58,4.5,4.43,4.45,4.43,0.57,0.72,19.99,1.13,9407643484.0,8608749273.0,0.0,-0.22,-0.89,13.45,2025-06-20 13:55:29
864,301270,汉仪股份,44.77,0.9,0.4,19952.0,88850862.0,2.14,45.06,44.11,44.25,44.37,0.8,2.69,240.58,4.54,4477000000.0,3315738951.0,0.52,0.54,20.09,25.62,2025-06-20 13:55:29
865,688606,奥泰生物,64.12,0.9,0.57,1997.0,12757234.0,2.0,64.29,63.02,63.55,63.55,0.38,0.25,20.76,1.33,5083488423.0,5083488423.0,0.03,0.03,-9.23,3.7,2025-06-20 13:55:29
866,000567,海德股份,5.64,0.89,0.05,88256.0,49561837.1,2.5,5.69,5.55,5.59,5.59,1.07,0.45,28.4,2.07,11023899754.0,10997608336.0,-0.18,0.0,-7.08,-17.42,2025-06-20 13:55:29
867,603105,芯能科技,7.92,0.89,0.07,27974.0,22197055.0,1.78,8.0,7.86,7.86,7.85,0.87,0.56,35.9,2.01,3960051013.0,3960051013.0,0.0,0.0,-10.0,-10.1,2025-06-20 13:55:29
868,603055,台华新材,9.02,0.89,0.08,19746.0,17773712.0,1.12,9.04,8.94,8.96,8.94,0.61,0.22,12.3,1.64,8030439550.0,7986782750.0,0.11,0.11,-18.15,-16.71,2025-06-20 13:55:29
869,833580,科创新材,13.6,0.89,0.12,15671.0,21362565.25,5.04,13.94,13.26,13.62,13.48,0.83,2.8,130.06,3.58,1169600000.0,760288430.0,-0.15,-0.15,14.0,43.76,2025-06-20 13:55:29
870,300619,金银河,29.62,0.89,0.26,262833.0,789545550.67,8.51,31.0,28.5,29.51,29.36,1.14,18.38,-19.5,3.44,5153869870.0,4234934843.0,0.3,0.07,33.06,60.11,2025-06-20 13:55:29
871,002494,华斯股份,4.51,0.89,0.04,68322.0,30675470.0,2.91,4.55,4.42,4.49,4.47,0.91,2.38,338.12,1.38,1701671338.0,1293334675.0,0.0,0.22,-1.53,13.03,2025-06-20 13:55:29
872,002083,孚日股份,4.61,0.88,0.04,71871.0,33136289.0,2.19,4.65,4.55,4.55,4.57,0.81,0.76,8.56,0.99,4364005845.0,4362272485.0,-0.22,0.0,-10.66,-2.95,2025-06-20 13:55:29
873,605155,西大门,11.49,0.88,0.1,20761.0,23985365.0,2.37,11.68,11.41,11.41,11.39,0.84,1.1,23.89,1.76,2200880086.0,2172729586.0,-0.09,-0.17,-4.17,17.13,2025-06-20 13:55:29
874,002895,川恒股份,24.04,0.88,0.21,58983.0,140833186.09,1.68,24.1,23.7,23.78,23.83,1.23,1.1,16.34,2.38,13202211498.0,12936812302.0,0.0,0.0,5.07,-2.28,2025-06-20 13:55:29
875,000898,鞍钢股份,2.28,0.88,0.02,164440.0,37459462.85,1.33,2.29,2.26,2.27,2.26,0.87,0.21,-9.64,0.45,21361824468.0,18142410694.0,0.44,0.0,-9.88,-5.0,2025-06-20 13:55:29
876,603515,欧普照明,17.16,0.88,0.15,14393.0,24837417.0,2.53,17.38,16.95,16.97,17.01,1.22,0.2,22.64,1.86,12786755381.0,12613103045.0,-0.12,-0.06,-1.38,4.32,2025-06-20 13:55:29
877,603163,圣晖集成,26.43,0.88,0.23,5449.0,14343903.0,2.02,26.57,26.04,26.2,26.2,0.75,1.56,22.82,2.49,2643000000.0,925122683.0,0.04,0.04,5.01,2.36,2025-06-20 13:55:29
878,002060,广东建工,3.45,0.88,0.03,87690.0,30123218.2,1.46,3.46,3.41,3.42,3.42,0.87,0.56,22.54,0.97,12952656685.0,5391710577.0,0.0,0.0,0.0,-1.99,2025-06-20 13:55:29
879,600782,新钢股份,3.42,0.88,0.03,196926.0,67479574.0,1.47,3.44,3.39,3.4,3.39,0.65,0.63,215.7,0.41,10758130350.0,10758130350.0,-0.29,-0.29,-25.65,2.4,2025-06-20 13:55:29
880,002051,中工国际,8.07,0.88,0.07,28776.0,23165473.0,0.88,8.08,8.01,8.01,8.0,0.49,0.23,19.03,0.86,9985890122.0,9984915427.0,0.0,0.0,-5.72,-1.1,2025-06-20 13:55:29
881,870866,绿亨科技,10.27,0.88,0.09,27303.0,27830933.0,3.83,10.39,10.0,10.17,10.18,0.46,2.92,117.8,2.5,1850714593.0,961371999.0,-0.1,-0.58,21.83,45.26,2025-06-20 13:55:29
882,600578,京能电力,4.58,0.88,0.04,280401.0,127876300.0,2.2,4.6,4.5,4.51,4.54,0.89,0.42,7.21,1.36,30661364249.0,30661364249.0,-0.22,-0.22,31.99,30.11,2025-06-20 13:55:29
883,603208,江山欧派,14.85,0.88,0.13,17820.0,26428096.0,1.9,14.95,14.67,14.76,14.72,0.51,1.01,190.06,2.11,2631014209.0,2631014209.0,-0.07,-0.07,-10.65,-18.45,2025-06-20 13:55:29
884,603187,海容冷链,11.46,0.88,0.1,24967.0,28513387.0,1.14,11.48,11.35,11.39,11.36,1.03,0.65,10.63,1.1,4428328586.0,4428328586.0,0.0,0.0,-2.47,2.41,2025-06-20 13:55:29
885,000915,华特达因,30.14,0.87,0.26,61815.0,184643793.64,3.75,30.44,29.32,29.55,29.88,1.62,2.64,9.68,2.69,7062750958.0,7058752887.0,0.13,0.0,9.28,15.13,2025-06-20 13:55:29
886,688398,赛特新材,16.21,0.87,0.14,10426.0,16851960.0,1.8,16.3,16.01,16.08,16.07,0.58,0.62,69.69,2.64,2720263189.0,2720263189.0,0.06,-0.12,-3.11,20.25,2025-06-20 13:55:29
887,831834,三维股份,11.65,0.87,0.1,5946.0,6903038.97,2.68,11.72,11.41,11.5,11.55,0.43,0.95,46.23,5.09,1398000058.0,731578514.0,0.17,0.09,16.04,63.62,2025-06-20 13:55:29
888,000498,山东路桥,5.82,0.87,0.05,46590.0,27067969.0,1.21,5.84,5.77,5.78,5.77,0.67,0.32,9.11,0.6,9085010834.0,8485002328.0,0.0,-0.17,-1.52,-2.18,2025-06-20 13:55:29
889,600511,国药股份,29.0,0.87,0.25,25350.0,73329197.0,1.15,29.0,28.67,28.77,28.75,0.69,0.46,11.92,1.29,21880586942.0,16047046296.0,0.0,0.03,-1.33,-13.23,2025-06-20 13:55:29
890,601888,XD中国中,60.28,0.87,0.52,126746.0,767279457.0,2.66,61.09,59.5,59.78,59.76,2.13,0.65,16.09,2.19,124710823172.0,117695225792.0,0.15,0.13,-0.81,-8.61,2025-06-20 13:55:29
891,301246,宏源药业,13.99,0.87,0.12,34179.0,48279168.65,3.53,14.36,13.87,13.93,13.87,0.8,2.12,157.44,1.29,5596095132.0,2251642934.0,0.07,0.0,0.58,3.4,2025-06-20 13:55:29
892,688008,澜起科技,82.01,0.87,0.71,117153.0,958959670.0,1.92,82.68,81.12,81.21,81.3,0.77,1.02,44.68,8.14,93884168279.0,93884168279.0,0.05,-0.01,11.38,21.48,2025-06-20 13:55:29
893,600186,莲花控股,5.77,0.87,0.05,285613.0,164550880.0,2.45,5.84,5.7,5.75,5.72,0.97,1.6,25.62,5.85,10351392354.0,10309319245.0,0.0,0.17,-14.9,1.23,2025-06-20 13:55:29
894,000876,新 希 望,9.37,0.86,0.08,146608.0,137287170.91,1.18,9.41,9.3,9.3,9.29,0.88,0.33,23.84,1.91,42408060021.0,42161980827.0,0.0,-0.11,-0.43,4.34,2025-06-20 13:55:29
895,300724,捷佳伟创,51.83,0.86,0.44,49859.0,260364718.5,2.55,52.67,51.36,51.36,51.39,1.71,1.74,6.36,1.58,18021995162.0,14882260383.0,-0.02,-0.06,-17.22,-16.42,2025-06-20 13:55:29
896,300514,友讯达,12.87,0.86,0.11,16435.0,21103157.0,1.65,12.94,12.73,12.8,12.76,0.77,1.04,73.13,2.45,2574000000.0,2038781423.0,0.0,0.0,-19.11,-10.87,2025-06-20 13:55:29
