序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,更新时间
897,601001,晋控煤业,11.69,0.86,0.1,96700.0,113211421.0,1.81,11.81,11.6,11.6,11.59,0.98,0.58,9.55,1.02,19565553000.0,19565553000.0,0.0,0.0,-5.57,-14.48,2025-06-20 13:55:29
898,600780,通宝能源,5.89,0.86,0.05,54329.0,31916936.0,1.54,5.92,5.83,5.88,5.84,0.69,0.47,10.03,0.86,6752899860.0,6752899860.0,0.0,0.0,2.08,4.62,2025-06-20 13:55:29
899,002682,龙洲股份,4.67,0.86,0.04,135533.0,63001142.24,2.38,4.71,4.6,4.61,4.63,0.54,2.41,-18.59,2.32,2626261334.0,2626209030.0,0.0,0.0,-5.27,10.4,2025-06-20 13:55:29
900,688006,杭可科技,18.74,0.86,0.16,57056.0,107759636.0,3.07,19.07,18.5,18.58,18.58,1.38,0.95,24.43,2.17,11312816128.0,11312816128.0,0.11,-0.16,-0.11,5.64,2025-06-20 13:55:29
901,600170,上海建工,2.38,0.85,0.02,490891.0,116110689.0,1.27,2.38,2.35,2.35,2.36,1.17,0.55,-29.47,0.68,21148536591.0,21148536591.0,0.42,0.0,-6.3,-10.19,2025-06-20 13:55:29
902,688399,硕世生物,46.28,0.85,0.39,5297.0,24730333.0,3.31,47.41,45.89,46.0,45.89,0.74,0.63,75.7,1.19,3881583248.0,3881583248.0,0.17,0.22,-2.61,4.21,2025-06-20 13:55:29
903,000545,金浦钛业,2.36,0.85,0.02,217267.0,51311867.0,2.14,2.38,2.33,2.33,2.34,0.62,2.2,-37.85,2.06,2328926107.0,2325551307.0,0.43,0.0,1.29,8.26,2025-06-20 13:55:29
904,603848,好太太,14.16,0.85,0.12,5948.0,8339280.0,1.92,14.18,13.91,13.97,14.04,0.79,0.15,42.71,2.31,5719386996.0,5698076196.0,0.07,0.0,0.14,-13.97,2025-06-20 13:55:29
905,300305,裕兴股份,5.96,0.85,0.05,47080.0,28151294.0,3.21,6.06,5.87,5.87,5.91,1.46,1.46,-9.89,1.04,2237385740.0,1915986184.0,0.34,0.34,2.76,9.36,2025-06-20 13:55:29
906,603836,海程邦达,13.09,0.85,0.11,13018.0,16998769.0,1.77,13.17,12.94,12.99,12.98,0.54,0.63,-70.41,1.53,2686529252.0,2686529252.0,0.08,0.0,2.83,7.65,2025-06-20 13:55:29
907,688105,诺唯赞,21.36,0.85,0.18,7855.0,16735896.0,1.37,21.41,21.12,21.26,21.18,0.44,0.2,1112.04,2.21,8495609860.0,8495609860.0,0.0,0.09,-4.69,-3.0,2025-06-20 13:55:29
908,836547,无锡晶海,24.91,0.85,0.21,7613.0,18841921.46,3.28,25.1,24.29,24.66,24.7,0.54,2.14,25.29,2.9,1935208080.0,886895640.0,-0.32,-0.6,19.76,61.33,2025-06-20 13:55:29
909,600060,海信视像,22.88,0.84,0.19,36551.0,83319346.0,2.12,22.96,22.48,22.7,22.69,0.61,0.28,13.48,1.48,29857765172.0,29631759597.0,-0.04,-0.04,-0.22,14.74,2025-06-20 13:55:29
910,430478,峆一药业,20.49,0.84,0.17,16830.0,34193988.74,2.41,20.59,20.1,20.22,20.32,0.56,3.57,20.97,3.35,1612741263.0,967252395.0,-0.29,0.05,42.0,75.28,2025-06-20 13:55:29
911,601567,三星医疗,21.56,0.84,0.18,57982.0,124998703.0,1.87,21.71,21.31,21.36,21.38,0.53,0.41,15.54,2.68,30421301671.0,30420400463.0,0.05,0.0,-21.94,-27.84,2025-06-20 13:55:29
912,600502,安徽建工,4.83,0.84,0.04,105026.0,50544022.0,1.04,4.83,4.78,4.79,4.79,0.93,0.61,6.66,0.74,8290858921.0,8290858921.0,0.21,0.21,7.81,2.77,2025-06-20 13:55:29
913,000999,华润三九,31.1,0.84,0.26,65289.0,202964926.39,1.49,31.3,30.84,30.84,30.84,0.87,0.39,10.22,2.5,51924195819.0,51689877690.0,0.06,0.1,-2.75,-8.15,2025-06-20 13:55:29
914,300601,康泰生物,14.44,0.84,0.12,100445.0,145656033.9,2.58,14.65,14.28,14.33,14.32,0.8,1.13,179.73,1.76,16128438688.0,12791402080.0,-0.07,-0.07,-7.79,-15.36,2025-06-20 13:55:29
915,002580,圣阳股份,13.17,0.84,0.11,254969.0,339341326.39,4.21,13.46,12.91,12.95,13.06,1.1,5.64,24.62,2.68,5977454638.0,5957301996.0,0.0,-0.3,-15.36,55.31,2025-06-20 13:55:29
916,688639,华恒生物,31.54,0.83,0.26,11423.0,35984047.0,2.27,31.84,31.13,31.13,31.28,0.59,0.46,38.6,3.01,7888648957.0,7888648957.0,0.0,0.03,3.44,-2.08,2025-06-20 13:55:29
917,002983,芯瑞达,20.7,0.83,0.17,64128.0,132563565.53,4.82,21.11,20.12,20.12,20.53,3.54,5.0,25.03,3.34,4605059034.0,2652259308.0,0.1,0.1,11.77,5.4,2025-06-20 13:55:29
918,600901,江苏金租,6.11,0.83,0.05,256399.0,155654965.0,2.15,6.13,6.0,6.06,6.06,0.89,0.44,11.46,1.52,35391440352.0,35376584913.0,0.0,-0.16,26.24,23.43,2025-06-20 13:55:29
919,600778,友好集团,6.04,0.83,0.05,45584.0,27413837.0,1.84,6.05,5.94,5.99,5.99,0.62,1.46,22.85,7.93,1881407766.0,1879737887.0,0.33,0.17,-6.79,-33.55,2025-06-20 13:55:29
920,600036,招商银行,46.01,0.83,0.38,323512.0,1485941356.0,1.38,46.18,45.55,45.73,45.63,0.96,0.16,7.78,1.09,1160365096102.0,949137733178.0,0.07,0.07,2.93,17.07,2025-06-20 13:55:29
921,002634,棒杰股份,3.66,0.83,0.03,97607.0,35788265.0,2.75,3.72,3.62,3.64,3.63,1.08,2.19,-8.64,6.67,1681230198.0,1634243209.0,0.0,0.0,-8.5,-2.66,2025-06-20 13:55:29
922,603045,福达合金,15.75,0.83,0.13,25491.0,40366840.0,2.75,16.08,15.65,15.65,15.62,0.65,1.88,-104.12,2.23,2133261191.0,2133261191.0,0.0,-0.19,-6.19,24.21,2025-06-20 13:55:29
923,002479,富春环保,4.89,0.82,0.04,77807.0,37876214.58,1.44,4.9,4.83,4.86,4.85,0.89,0.9,11.05,1.04,4229850000.0,4220426207.0,0.0,0.0,-1.81,6.54,2025-06-20 13:55:29
924,002375,亚厦股份,3.68,0.82,0.03,66656.0,24489433.0,1.64,3.7,3.64,3.66,3.65,1.1,0.5,18.47,0.62,4931187113.0,4882600809.0,0.0,0.0,-7.07,-2.9,2025-06-20 13:55:29
925,603499,翔港科技,14.67,0.82,0.12,22104.0,32354898.0,1.99,14.77,14.48,14.52,14.55,0.91,0.73,26.95,5.41,4439059701.0,4439059701.0,0.0,0.0,-13.91,-19.92,2025-06-20 13:55:29
926,300760,迈瑞医疗,227.81,0.82,1.86,21750.0,493003347.98,1.24,227.83,225.02,226.0,225.95,0.66,0.18,26.27,7.63,276206273967.0,276201216585.0,0.08,0.11,-4.49,-9.97,2025-06-20 13:55:29
927,300821,东岳硅材,7.39,0.82,0.06,143049.0,107215174.0,4.23,7.62,7.31,7.33,7.33,3.64,1.19,60.21,1.8,8868000000.0,8866388980.0,-0.14,-0.14,-10.42,-4.65,2025-06-20 13:55:29
928,605365,立达信,14.73,0.82,0.12,26578.0,39236485.0,4.24,15.15,14.53,14.6,14.61,1.38,0.53,26.88,2.03,7394649663.0,7394649663.0,-0.07,-0.2,-4.54,-3.6,2025-06-20 13:55:29
929,601398,工商银行,7.36,0.82,0.06,2228328.0,1632237408.0,1.37,7.38,7.28,7.29,7.3,1.08,0.08,7.79,0.71,2623150052175.0,1984345884287.0,-0.14,-0.14,8.88,8.55,2025-06-20 13:55:29
930,000755,山西高速,4.91,0.82,0.04,60979.0,29759289.46,1.85,4.92,4.83,4.89,4.87,0.92,0.42,16.77,1.4,7204493062.0,7204493062.0,0.0,0.0,4.91,1.03,2025-06-20 13:55:29
931,002749,国光股份,14.75,0.82,0.12,11375.0,16731922.38,1.44,14.8,14.59,14.65,14.63,0.45,0.27,21.88,3.61,6878788613.0,6236420906.0,-0.07,-0.14,7.66,8.3,2025-06-20 13:55:29
932,836957,汉维科技,14.94,0.81,0.12,4781.0,7120558.43,3.31,15.14,14.65,14.76,14.82,0.37,1.12,481.35,4.13,1603081930.0,638008726.0,0.0,0.2,15.72,52.76,2025-06-20 13:55:29
933,000886,海南高速,6.24,0.81,0.05,252632.0,160021909.88,5.01,6.45,6.14,6.18,6.19,1.33,2.58,-113.63,2.04,6170288592.0,6101702244.0,-0.32,-0.32,-17.89,-19.69,2025-06-20 13:55:29
934,301095,广立微,51.13,0.81,0.41,23912.0,122525917.4,2.29,51.88,50.72,51.14,50.72,1.08,2.22,-186.66,3.32,10240372029.0,5502557220.0,0.02,-0.06,-10.63,-1.33,2025-06-20 13:55:29
935,301429,森泰股份,17.4,0.81,0.14,15543.0,27168295.0,2.49,17.65,17.22,17.48,17.26,0.81,3.53,28.14,1.56,2057028000.0,766315714.0,-0.11,-0.23,0.06,14.47,2025-06-20 13:55:29
936,000796,凯撒旅业,3.73,0.81,0.03,229280.0,86120386.9,3.51,3.81,3.68,3.68,3.7,1.07,1.72,-329.29,6.93,5982132657.0,4963760201.0,0.0,0.0,-11.4,-7.9,2025-06-20 13:55:29
937,002514,宝馨科技,6.21,0.81,0.05,887265.0,562264251.71,6.66,6.57,6.16,6.18,6.16,5.33,16.01,-47.13,29.05,4471412779.0,3440552779.0,0.0,-0.16,-15.63,-22.47,2025-06-20 13:55:29
938,601952,苏垦农发,9.96,0.81,0.08,62356.0,62057981.0,1.01,9.98,9.88,9.88,9.88,0.98,0.45,41.63,2.06,13724880000.0,13724880000.0,0.1,0.0,4.95,1.74,2025-06-20 13:55:29
939,603833,欧派家居,54.98,0.81,0.44,12752.0,70415212.0,2.7,55.7,54.23,54.5,54.54,0.69,0.21,27.19,1.77,33491205989.0,33491205989.0,0.02,0.04,-15.55,-20.25,2025-06-20 13:55:29
940,000599,青岛双星,5.0,0.81,0.04,158914.0,78779615.0,3.23,5.04,4.88,4.92,4.96,0.68,1.95,-9.79,2.74,4083794935.0,4083725560.0,0.0,-0.2,5.26,12.61,2025-06-20 13:55:29
941,300389,艾比森,11.18,0.81,0.09,24742.0,27698695.0,1.98,11.31,11.09,11.12,11.09,0.97,1.06,28.33,2.77,4126541544.0,2606967169.0,0.09,0.0,-2.19,-4.93,2025-06-20 13:55:29
942,603488,展鹏科技,7.47,0.81,0.06,25831.0,19219114.0,2.43,7.52,7.34,7.4,7.41,0.81,0.88,-36.05,2.26,2181168587.0,2181168587.0,-0.27,-0.27,-9.67,-4.23,2025-06-20 13:55:29
943,603111,康尼机电,6.3,0.8,0.05,33621.0,21202946.0,1.6,6.35,6.25,6.26,6.25,0.75,0.4,26.81,1.38,5468829805.0,5327939717.0,0.0,-0.16,-13.46,4.48,2025-06-20 13:55:29
944,300671,富满微,30.37,0.8,0.24,44083.0,136288506.78,4.31,31.5,30.2,30.2,30.13,1.21,2.03,-65.98,4.11,6612292245.0,6594438785.0,0.0,0.03,-6.75,-14.55,2025-06-20 13:55:29
945,002845,同兴达,14.05,0.79,0.11,78698.0,110715486.4,2.01,14.16,13.88,13.94,13.94,1.39,3.14,-27.94,1.74,4602101455.0,3515806682.0,0.0,-0.07,-10.96,-7.08,2025-06-20 13:55:29
946,002035,华帝股份,6.4,0.79,0.05,39805.0,25483598.0,0.79,6.43,6.38,6.39,6.35,0.65,0.51,12.76,1.49,5424983155.0,4995347469.0,0.16,0.0,-14.21,-12.81,2025-06-20 13:55:29
947,000590,启迪药业,10.25,0.79,0.08,50863.0,51990145.72,3.15,10.42,10.1,10.17,10.17,0.48,2.12,-37.75,4.22,2454580487.0,2453557127.0,0.1,-0.1,18.77,44.16,2025-06-20 13:55:29
948,002419,天虹股份,5.12,0.79,0.04,56753.0,29026345.0,1.18,5.14,5.08,5.08,5.08,0.6,0.49,9.91,1.43,5984500480.0,5983807555.0,-0.19,0.0,2.81,-11.72,2025-06-20 13:55:29
949,605305,中际联合,26.7,0.79,0.21,13355.0,35569009.0,1.66,26.8,26.36,26.51,26.49,0.49,0.63,14.4,2.19,5674284000.0,5674284000.0,0.0,0.0,-3.3,-4.23,2025-06-20 13:55:29
950,001231,农心科技,19.11,0.79,0.15,20891.0,40533511.0,6.54,19.88,18.64,19.02,18.96,1.39,5.86,25.99,1.95,1911000000.0,681109065.0,0.05,-0.21,6.58,14.5,2025-06-20 13:55:29
951,300669,沪宁股份,26.69,0.79,0.21,10936.0,29381527.5,3.55,27.41,26.47,26.48,26.48,0.81,0.6,355.9,5.96,5143310489.0,4859923862.0,-0.11,-0.3,19.96,28.5,2025-06-20 13:55:29
952,603193,润本股份,33.16,0.79,0.26,15468.0,51085116.0,3.25,33.58,32.51,32.9,32.9,0.54,1.5,75.89,6.6,13416314292.0,3426632172.0,0.12,0.12,0.85,43.43,2025-06-20 13:55:29
953,301512,智信精密,39.71,0.79,0.31,10616.0,42455906.0,6.6,41.76,39.16,39.16,39.4,1.08,4.28,-24.83,2.07,2117869314.0,985340114.0,-0.03,-0.28,-7.15,3.33,2025-06-20 13:55:29
954,300210,森远股份,10.21,0.79,0.08,60873.0,62033666.0,2.86,10.35,10.06,10.17,10.13,1.15,1.26,149.12,11.99,4943885720.0,4938811953.0,0.2,0.0,-7.69,-0.29,2025-06-20 13:55:29
955,601005,重庆钢铁,1.27,0.79,0.01,157397.0,19845593.0,0.79,1.27,1.26,1.26,1.26,0.36,0.19,-23.94,0.68,11241739984.0,10558318440.0,0.79,0.0,-7.3,-11.81,2025-06-20 13:55:29
956,601577,长沙银行,10.22,0.79,0.08,226234.0,230204895.0,1.87,10.25,10.06,10.14,10.14,1.11,0.56,4.73,0.62,41100279366.0,41091386648.0,0.0,0.0,20.24,20.66,2025-06-20 13:55:29
957,600206,有研新材,17.82,0.79,0.14,357412.0,645992754.0,5.26,18.49,17.56,17.56,17.68,0.98,4.22,55.97,3.87,15085580376.0,15085580376.0,0.06,-0.06,3.85,13.72,2025-06-20 13:55:29
958,600689,上海三毛,11.53,0.79,0.09,50888.0,59838035.0,4.46,11.99,11.48,11.64,11.44,1.93,3.34,154.0,4.98,2317430185.0,1754913769.0,-0.09,-0.09,-11.98,7.76,2025-06-20 13:55:29
959,688009,中国通号,5.08,0.79,0.04,132916.0,67306865.0,1.19,5.09,5.03,5.03,5.04,0.76,0.15,23.94,1.17,53796280520.0,43794771440.0,0.2,0.2,-9.45,-18.85,2025-06-20 13:55:29
960,000652,泰达股份,3.84,0.79,0.03,53087.0,20333999.0,1.05,3.85,3.81,3.83,3.81,0.38,0.36,185.97,1.0,5666203592.0,5661935459.0,0.0,0.0,-4.48,-7.25,2025-06-20 13:55:29
961,600269,赣粤高速,5.15,0.78,0.04,79287.0,40748982.0,1.37,5.17,5.1,5.11,5.11,0.79,0.34,7.03,0.64,12027346122.0,12027346122.0,-0.19,-0.19,1.18,-5.33,2025-06-20 13:55:29
962,603877,太平鸟,14.26,0.78,0.11,6817.0,9717276.0,1.77,14.33,14.08,14.22,14.15,0.84,0.15,13.56,1.54,6717535218.0,6692549203.0,0.14,0.14,-3.78,-0.97,2025-06-20 13:55:29
963,300042,朗科科技,23.29,0.78,0.18,100839.0,233365267.0,4.2,23.65,22.68,23.22,23.11,0.98,5.03,-91.82,4.58,4667316000.0,4666886300.0,0.04,0.04,-21.48,0.82,2025-06-20 13:55:29
964,688484,南芯科技,36.14,0.78,0.28,28170.0,101619665.0,1.25,36.28,35.83,35.96,35.86,0.8,0.96,60.58,3.84,15384903204.0,10596806182.0,-0.03,-0.08,-2.43,0.28,2025-06-20 13:55:29
965,002451,摩恩电气,6.43,0.78,0.05,41036.0,26321734.96,2.19,6.5,6.36,6.38,6.38,0.87,0.93,221.17,3.69,2824056000.0,2823728070.0,0.31,0.16,-7.88,2.39,2025-06-20 13:55:29
966,603628,清源股份,11.66,0.78,0.09,45633.0,54017366.0,3.46,12.0,11.6,11.6,11.57,2.23,1.68,24.95,2.45,3192508000.0,3173483544.0,0.0,0.09,-10.79,-6.57,2025-06-20 13:55:29
967,000839,中信国安,2.57,0.78,0.02,107265.0,27635049.0,2.35,2.61,2.55,2.56,2.55,0.65,0.27,727.17,7.19,10073953725.0,10073953725.0,0.0,0.0,-13.76,-16.56,2025-06-20 13:55:29
968,603810,丰山集团,15.47,0.78,0.12,14464.0,22414501.0,3.71,15.76,15.19,15.45,15.35,0.95,0.88,39.03,1.7,2556355558.0,2556355558.0,0.06,-0.13,22.58,71.13,2025-06-20 13:55:29
969,600022,山东钢铁,1.3,0.78,0.01,139521.0,18018696.0,1.55,1.3,1.28,1.28,1.29,0.79,0.13,-241.22,0.74,13908504420.0,13908504420.0,0.78,0.78,-6.47,-10.34,2025-06-20 13:55:29
970,000988,华工科技,44.1,0.78,0.34,120892.0,532549249.36,1.94,44.5,43.65,43.73,43.76,0.87,1.2,27.04,4.27,44342669379.0,44319867474.0,0.07,0.07,1.82,2.32,2025-06-20 13:55:29
971,603993,洛阳钼业,7.81,0.77,0.06,855836.0,669156076.0,2.19,7.9,7.73,7.77,7.75,0.92,0.49,10.64,2.28,167909069234.0,137188684154.0,0.0,0.0,2.23,17.44,2025-06-20 13:55:29
972,601728,中国电信,7.9,0.77,0.06,561739.0,442494904.0,1.53,7.92,7.8,7.81,7.84,0.82,0.07,20.39,1.59,722906395722.0,613274856722.0,0.0,0.13,6.33,10.8,2025-06-20 13:55:29
973,002971,和远气体,20.84,0.77,0.16,8003.0,16668596.7,1.55,20.95,20.63,20.68,20.68,0.55,0.5,43.68,2.83,4402137400.0,3337496782.0,0.14,-0.1,10.73,12.35,2025-06-20 13:55:29
974,002787,华源控股,7.81,0.77,0.06,28564.0,22294416.32,1.81,7.86,7.72,7.79,7.75,0.72,1.14,29.58,1.43,2617729238.0,1959225300.0,0.13,0.0,-17.7,0.39,2025-06-20 13:55:29
975,002884,凌霄泵业,15.75,0.77,0.12,14846.0,23371577.0,1.54,15.85,15.61,15.69,15.63,0.87,0.54,13.51,2.73,5633499517.0,4300224280.0,0.13,0.0,-6.25,-8.8,2025-06-20 13:55:29
976,600157,永泰能源,1.33,0.76,0.01,2836346.0,377191643.0,2.27,1.34,1.31,1.31,1.32,1.34,1.28,144.66,0.63,29549626313.0,29549626313.0,0.0,0.0,-10.74,-22.22,2025-06-20 13:55:29
977,836720,吉冈精密,19.83,0.76,0.15,14985.0,29807416.91,1.93,20.1,19.72,19.91,19.68,1.11,2.93,60.24,8.03,3772050702.0,1013998305.0,0.0,-0.2,-2.03,28.77,2025-06-20 13:55:29
978,601939,建设银行,9.29,0.76,0.07,677977.0,627401695.0,1.41,9.31,9.18,9.22,9.22,0.88,0.71,6.97,0.72,2322601980845.0,89125079160.0,0.0,-0.11,12.2,10.73,2025-06-20 13:55:29
979,603659,璞泰来,17.22,0.76,0.13,248078.0,432902826.0,3.69,17.73,17.1,17.15,17.09,0.83,1.16,18.87,1.99,36801987706.0,36788792089.0,0.06,0.06,-2.99,9.4,2025-06-20 13:55:29
980,002812,恩捷股份,26.44,0.76,0.2,88034.0,234692755.58,2.32,26.87,26.26,26.28,26.24,0.64,1.08,246.61,1.04,25633895746.0,21599894314.0,0.04,-0.04,-17.89,-17.35,2025-06-20 13:55:29
981,920682,球冠电缆,9.27,0.76,0.07,25280.0,23369997.96,2.61,9.34,9.1,9.1,9.2,0.76,1.34,46.78,2.79,3007929600.0,1745767392.0,0.11,0.11,4.27,45.3,2025-06-20 13:55:29
982,002453,华软科技,5.29,0.76,0.04,60714.0,32129071.0,2.48,5.35,5.22,5.3,5.25,0.81,0.99,-47.28,4.21,4297422097.0,3241516989.0,0.19,0.0,-2.04,4.75,2025-06-20 13:55:29
983,000953,河化股份,6.64,0.76,0.05,134219.0,88614048.0,2.43,6.67,6.51,6.63,6.59,0.55,3.67,446.22,16.56,2431051375.0,2431051375.0,0.0,0.0,25.28,18.78,2025-06-20 13:55:29
984,688433,华曙高科,34.82,0.75,0.26,23035.0,79788955.0,4.25,35.48,34.01,34.56,34.56,0.87,1.14,2556.74,7.45,14421357616.0,7037272422.0,-0.14,-0.14,-12.4,49.51,2025-06-20 13:55:29
985,301039,中集车辆,8.06,0.75,0.06,57627.0,46256289.0,1.63,8.11,7.98,8.03,8.0,0.86,0.4,21.15,1.07,15105442825.0,11716660800.0,-0.12,-0.12,-6.82,-8.1,2025-06-20 13:55:29
986,000551,创元科技,12.07,0.75,0.09,25412.0,30661696.0,1.5,12.13,11.95,11.95,11.98,0.77,0.63,15.34,1.81,4875606554.0,4859768771.0,0.0,-0.17,-11.25,0.92,2025-06-20 13:55:29
987,600732,爱旭股份,12.05,0.75,0.09,412639.0,506126344.0,3.34,12.44,12.04,12.09,11.96,1.45,2.58,-18.33,6.78,22022792875.0,19261289278.0,0.0,-0.17,-8.23,9.35,2025-06-20 13:55:29
988,605566,福莱蒽特,20.13,0.75,0.15,9223.0,18717655.0,4.35,20.6,19.73,20.31,19.98,0.95,0.69,48.89,1.35,2684134200.0,2684134200.0,0.1,0.25,8.4,11.83,2025-06-20 13:55:29
989,300138,晨光生物,12.09,0.75,0.09,216244.0,266914229.31,7.83,12.79,11.85,11.86,12.0,1.73,5.43,13.34,1.85,5840680124.0,4815607700.0,0.17,0.08,27.4,40.75,2025-06-20 13:55:29
990,832023,田野股份,4.05,0.75,0.03,50712.0,20546274.67,2.99,4.13,4.01,4.02,4.02,0.54,1.89,73.05,1.11,1325581200.0,1088674547.0,-0.25,-0.25,-26.09,-8.99,2025-06-20 13:55:29
991,002146,荣盛发展,1.34,0.75,0.01,395006.0,52750255.45,2.26,1.35,1.32,1.33,1.33,0.65,1.01,-1.63,0.42,5826539560.0,5221338610.0,0.0,0.0,-11.26,-18.79,2025-06-20 13:55:29
992,002641,公元股份,4.05,0.75,0.03,46343.0,18717209.76,1.74,4.07,4.0,4.01,4.02,0.96,0.41,-32.46,0.92,4977830178.0,4592678345.0,0.25,0.0,-14.56,-7.95,2025-06-20 13:55:29
993,002459,晶澳科技,9.43,0.75,0.07,1026077.0,995910601.39,5.66,9.94,9.41,9.46,9.36,4.36,3.1,-4.76,1.21,31210278100.0,31170114419.0,-0.11,0.0,-26.44,-31.42,2025-06-20 13:55:29
994,603938,三孚股份,13.45,0.75,0.1,27316.0,36912882.0,2.7,13.63,13.27,13.27,13.35,1.12,0.71,47.65,2.1,5146299485.0,5146299485.0,0.0,-0.07,17.47,24.65,2025-06-20 13:55:29
995,002468,申通快递,10.68,0.75,0.08,72176.0,77029343.57,1.42,10.73,10.58,10.6,10.6,0.66,0.48,17.32,1.68,16348967133.0,15935047617.0,0.09,0.0,-12.89,6.16,2025-06-20 13:55:29
996,300871,回盛生物,20.3,0.74,0.15,47104.0,95732350.87,2.43,20.62,20.13,20.16,20.15,0.63,2.33,23.08,2.12,4107350907.0,4107350907.0,-0.1,-0.25,63.97,104.02,2025-06-20 13:55:29
997,601518,吉林高速,2.71,0.74,0.02,40742.0,11001803.0,1.12,2.71,2.68,2.69,2.69,0.41,0.22,11.2,0.93,5123399088.0,5123399088.0,0.37,0.37,-2.87,-2.52,2025-06-20 13:55:29
998,002135,东南网架,4.11,0.74,0.03,43606.0,17892976.0,1.72,4.13,4.06,4.09,4.08,0.46,0.42,24.44,0.73,4584775404.0,4290292186.0,0.24,0.0,-5.3,-1.67,2025-06-20 13:55:29
999,601229,上海银行,10.93,0.74,0.08,357480.0,388567862.0,1.75,10.94,10.75,10.81,10.85,0.83,0.25,6.17,0.66,155279383681.0,155279383681.0,0.0,0.0,21.58,22.4,2025-06-20 13:55:29
1000,603317,天味食品,10.94,0.74,0.08,25623.0,28033216.0,1.47,10.99,10.83,10.86,10.86,0.73,0.24,38.98,2.86,11651059456.0,11651059456.0,0.0,-0.09,-16.55,-14.46,2025-06-20 13:55:29
1001,002788,鹭燕医药,8.25,0.73,0.06,22590.0,18593088.21,0.98,8.26,8.18,8.22,8.19,0.6,0.59,11.23,0.99,3205263072.0,3148086439.0,0.12,0.12,-1.9,0.49,2025-06-20 13:55:29
1002,300908,仲景食品,28.93,0.73,0.21,3759.0,10826119.84,1.29,28.95,28.58,28.74,28.72,0.44,0.3,21.81,2.55,4223780000.0,3575214213.0,0.0,0.0,3.03,-3.37,2025-06-20 13:55:29
1003,300604,长川科技,41.13,0.73,0.3,81656.0,338514999.14,2.94,41.9,40.7,40.79,40.83,1.48,1.68,58.4,7.49,25931060575.0,19994367110.0,0.0,-0.1,-5.45,-6.8,2025-06-20 13:55:29
1004,002582,好想你,9.69,0.73,0.07,92367.0,89467210.32,2.81,9.8,9.53,9.61,9.62,0.99,2.68,27.5,1.38,4379437836.0,3334028775.0,-0.1,0.1,10.49,32.56,2025-06-20 13:55:29
1005,300656,民德电子,24.91,0.73,0.18,20262.0,50543109.6,2.63,25.26,24.61,24.71,24.73,0.9,1.52,31.84,4.16,4262725544.0,3310486490.0,0.0,-0.04,0.4,0.12,2025-06-20 13:55:29
1006,002818,富森美,12.34,0.73,0.09,16693.0,20600811.0,1.47,12.42,12.24,12.27,12.25,1.24,0.56,15.62,1.69,9235983320.0,3681727737.0,0.24,0.33,-4.12,-13.46,2025-06-20 13:55:29
1007,603755,日辰股份,24.83,0.73,0.18,3879.0,9618920.0,1.5,24.97,24.6,24.7,24.65,0.62,0.39,34.66,3.39,2448577699.0,2448577699.0,-0.08,0.0,-9.21,-7.52,2025-06-20 13:55:29
1008,688528,秦川物联,9.64,0.73,0.07,6732.0,6458453.0,2.72,9.72,9.46,9.54,9.57,0.73,0.4,-13.57,3.14,1619520000.0,1619520000.0,0.42,0.42,2.34,10.17,2025-06-20 13:55:29
1009,600307,酒钢宏兴,1.38,0.73,0.01,92509.0,12686111.0,1.46,1.38,1.36,1.36,1.37,0.64,0.15,-4.86,1.21,8643433245.0,8643433245.0,0.0,0.73,-9.21,-13.21,2025-06-20 13:55:29
1010,600537,亿晶光电,2.8,0.72,0.02,237006.0,67201579.0,4.32,2.88,2.76,2.79,2.78,2.08,2.0,-15.59,8.58,3314402050.0,3314402050.0,-0.36,0.0,-9.68,-8.79,2025-06-20 13:55:29
1011,600458,时代新材,12.61,0.72,0.09,71954.0,90294023.0,2.8,12.77,12.42,12.57,12.52,0.74,0.89,17.15,1.7,10396291197.0,10202698946.0,-0.16,-0.08,-8.76,0.16,2025-06-20 13:55:29
1012,603936,博敏电子,8.44,0.72,0.06,189960.0,160445768.0,2.51,8.54,8.33,8.33,8.38,1.56,3.01,48.68,1.24,5320559154.0,5320559154.0,0.12,0.12,0.48,0.24,2025-06-20 13:55:29
1013,603409,汇通控股,33.36,0.72,0.24,4572.0,15233908.0,1.42,33.62,33.15,33.18,33.12,0.6,1.48,36.17,2.87,4204360800.0,1030019924.0,-0.06,-0.09,-13.46,37.97,2025-06-20 13:55:29
1014,600887,伊利股份,27.91,0.72,0.2,254305.0,712152642.0,1.52,28.13,27.71,27.71,27.71,0.99,0.4,9.06,3.49,176540816216.0,175663578513.0,0.0,-0.14,5.52,-3.63,2025-06-20 13:55:29
1015,603995,甬金股份,16.77,0.72,0.12,80432.0,135829249.0,2.82,17.1,16.63,16.65,16.65,0.72,2.2,14.79,1.11,6131400377.0,6131400377.0,-0.06,-0.06,-18.79,-5.73,2025-06-20 13:55:29
1016,603776,XD永安行,17.05,0.71,0.12,15884.0,27309994.0,2.95,17.47,16.97,16.97,16.93,0.63,0.66,-41.65,1.41,4102273682.0,4102273682.0,-0.06,-0.06,-30.01,34.04,2025-06-20 13:55:29
